"","season","gender","category","first_cycling_race_id","race_name","race_nationality","uci_race_classification","stage_race_boolean","start_date","end_date","stage_number","distance","route","stage_profile_category_mapping_eng","race_tags"
"1297",2024,"men","Road",460,"Tour of Sharjah","AE","2.2","Stage Race","2024/01/26","2024/01/31","03","10.1","Sharjah-Sharjah","Flat ITT","            "
"1298",2024,"men","Road",460,"Tour of Sharjah","AE","2.2","Stage Race","2024/01/26","2024/01/31","01","134.4","Sharjah Fort-Kalba Fort","Hilly","            "
"1299",2024,"men","Road",460,"Tour of Sharjah","AE","2.2","Stage Race","2024/01/26","2024/01/31","04","125.6","Kalba University-Al Suhub Rest Korfakkan","Hilly MTF","            "
"1300",2024,"men","Road",460,"Tour of Sharjah","AE","2.2","Stage Race","2024/01/26","2024/01/31","","-","-","Unknown","            "
"1301",2024,"men","Road",274,"Trofeo Andratx","ES","1.1","One Day","2024/01/27","2024/01/27","GC","","","Hilly","           Challenge Mallorca "
"1302",2024,"men","Road",1172,"Cadel Road Race","AU","1.UWT","One Day","2024/01/28","2024/01/28","GC","","","Hilly"," World Tour      Aussie WT     "
"1303",2024,"men","Road",97,"GP la Marseillaise","FR","1.1","One Day","2024/01/28","2024/01/28","GC","","","Hilly","            "
"1304",2024,"men","Road",83,"Trofeo Palma","ES","1.1","One Day","2024/01/28","2024/01/28","GC","","","Flat","           Challenge Mallorca "
"1305",2024,"men","Road",868,"AlUla Tour","SA","2.1","Stage Race","2024/01/30","2024/02/03","01","149.5","Al Manshiyah-Al Manshiyah","Flat","        Middle East Races    "
"1306",2024,"men","Road",868,"AlUla Tour","SA","2.1","Stage Race","2024/01/30","2024/02/03","03","170.5","Alula-Alula","Flat","        Middle East Races    "
"1307",2024,"men","Road",868,"AlUla Tour","SA","2.1","Stage Race","2024/01/30","2024/02/03","04","142.5","Hegra-Maraya","Flat","        Middle East Races    "
"1308",2024,"men","Road",868,"AlUla Tour","SA","2.1","Stage Race","2024/01/30","2024/02/03","05","150.5","Alula-Alula","Hilly","        Middle East Races    "
"1309",2024,"men","Road",868,"AlUla Tour","SA","2.1","Stage Race","2024/01/30","2024/02/03","02","199.5","Alulal-Sharaan Nature Reserve","Hilly MTF","        Middle East Races    "
"1310",2024,"men","Road",106,"Étoile de Bessèges","FR","2.1","Stage Race","2024/01/31","2024/02/04","01","160.6","Bellegarde-Bellegarde","Flat","            "
"1311",2024,"men","Road",106,"Étoile de Bessèges","FR","2.1","Stage Race","2024/01/31","2024/02/04","02","163.6","Marguerittes-Rousson","Flat","            "
"1312",2024,"men","Road",106,"Étoile de Bessèges","FR","2.1","Stage Race","2024/01/31","2024/02/04","04","158.5","Méjannes le Clap-Méjannes le Clap","Flat","            "
"1313",2024,"men","Road",106,"Étoile de Bessèges","FR","2.1","Stage Race","2024/01/31","2024/02/04","05","10.7","Ales-Ales","Flat ITT","            "
"1314",2024,"men","Road",106,"Étoile de Bessèges","FR","2.1","Stage Race","2024/01/31","2024/02/04","03","161.1","Besseges-Besseges","Hilly","            "
"1315",2024,"men","Road",319,"Volta Comunitat Valenciana","ES","2.Pro","Stage Race","2024/01/31","2024/02/04","02","164","Canals-Mancomunitat de la Valldigna","Flat","            "
"1316",2024,"men","Road",319,"Volta Comunitat Valenciana","ES","2.Pro","Stage Race","2024/01/31","2024/02/04","03","161","San Vincent del Raspeig-Orihuela","Flat","            "
"1317",2024,"men","Road",319,"Volta Comunitat Valenciana","ES","2.Pro","Stage Race","2024/01/31","2024/02/04","01","166","Benicàssim-Castellón","Hilly","            "
"1318",2024,"men","Road",319,"Volta Comunitat Valenciana","ES","2.Pro","Stage Race","2024/01/31","2024/02/04","05","93","Bétera-Valencia","Hilly","            "
"1319",2024,"men","Road",319,"Volta Comunitat Valenciana","ES","2.Pro","Stage Race","2024/01/31","2024/02/04","04","175","Teulada-La Vall d'Ebo","Hilly MTF","            "
"1320",2024,"men","Road",20015,"Grand Prix Apollon Temple","TR","1.2","One Day","2024/02/03","2024/02/03","GC","","","Flat","            "
"1321",2024,"men","Road",4396,"Tour de La Provence","FR","2.1","Stage Race","2024/02/08","2024/02/11","02","157.2","Aix-en-Provence-Martigues","Flat","            "
"1322",2024,"men","Road",4396,"Tour de La Provence","FR","2.1","Stage Race","2024/02/08","2024/02/11","04","183.2","Rognac-Arles","Flat","            "
"1323",2024,"men","Road",4396,"Tour de La Provence","FR","2.1","Stage Race","2024/02/08","2024/02/11","01","5","Marseille-Marseille","Flat ITT","            "
"1324",2024,"men","Road",4396,"Tour de La Provence","FR","2.1","Stage Race","2024/02/08","2024/02/11","03","165","Forcalquier-Manosque","Hilly","            "
"1325",2024,"men","Road",8472,"Tour of Antalya","TR","2.1","Stage Race","2024/02/08","2024/02/11","01","137.7","Side-Antalya","Flat","            "
"1326",2024,"men","Road",8472,"Tour of Antalya","TR","2.1","Stage Race","2024/02/08","2024/02/11","04","183.9","Antalya-Antalya","Hilly","            "
"1327",2024,"men","Road",8472,"Tour of Antalya","TR","2.1","Stage Race","2024/02/08","2024/02/11","03","133.4","Kemer-Tahtali","Hilly MTF","            "
"1328",2024,"men","Road",8472,"Tour of Antalya","TR","2.1","Stage Race","2024/02/08","2024/02/11","02","140.5","Demre-Antalya","Mountain","            "
"1329",2024,"men","Road",18946,"Muscat Classic","OM","1.1","One Day","2024/02/09","2024/02/09","GC","","","Hilly","            "
"1330",2024,"men","Road",18947,"Figueira Champions Classic","PT","1.Pro","One Day","2024/02/10","2024/02/10","GC","","","Hilly","            "
"1331",2024,"men","Road",74,"Vuelta a Murcia","ES","1.1","One Day","2024/02/10","2024/02/10","GC","","","Hilly","            "
"1332",2024,"men","Road",57,"Tour of Oman","OM","2.Pro","Stage Race","2024/02/10","2024/02/14","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1333",2024,"men","Road",57,"Tour of Oman","OM","2.Pro","Stage Race","2024/02/10","2024/02/14","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1334",2024,"men","Road",57,"Tour of Oman","OM","2.Pro","Stage Race","2024/02/10","2024/02/14","03","19.4","Plouay-Plouay","Flat ITT","            "
"1335",2024,"men","Road",57,"Tour of Oman","OM","2.Pro","Stage Race","2024/02/10","2024/02/14","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1336",2024,"men","Road",57,"Tour of Oman","OM","2.Pro","Stage Race","2024/02/10","2024/02/14","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1337",2024,"men","Road",129,"Clasica de Almeria","ES","1.Pro","One Day","2024/02/11","2024/02/11","GC","","","Flat","            "
"1338",2024,"men","Road",16519,"Jaén Paraiso Interior","ES","1.1","One Day","2024/02/12","2024/02/12","GC","","","Hilly MTF","            "
"1339",2024,"men","Road",107,"Volta ao Algarve","PT","2.Pro","Stage Race","2024/02/14","2024/02/18","01","200.8","Portimão-Lagos","Flat","            "
"1340",2024,"men","Road",107,"Volta ao Algarve","PT","2.Pro","Stage Race","2024/02/14","2024/02/18","03","192.2","Vila Real de Santo António-Taviria","Flat","            "
"1341",2024,"men","Road",107,"Volta ao Algarve","PT","2.Pro","Stage Race","2024/02/14","2024/02/18","04","22.2","Albufeira-Albufeira","Flat ITT","            "
"1342",2024,"men","Road",107,"Volta ao Algarve","PT","2.Pro","Stage Race","2024/02/14","2024/02/18","02","171.9","Lagoa-Alto da Fóia","Hilly MTF","            "
"1343",2024,"men","Road",107,"Volta ao Algarve","PT","2.Pro","Stage Race","2024/02/14","2024/02/18","05","165.8","Faro-Malhão","Hilly MTF","            "
"1344",2024,"men","Road",111,"Tour Alpes Maritimes du Var","FR","2.1","Stage Race","2024/02/17","2024/02/18","01","187","Saint-Raphael-Ramatuelle","Flat","            "
"1345",2024,"men","Road",111,"Tour Alpes Maritimes du Var","FR","2.1","Stage Race","2024/02/17","2024/02/18","02","178.9","Mandelieu-la-Napoule-Antibes","Hilly","            "
"1346",2024,"men","Road",111,"Tour Alpes Maritimes du Var","FR","2.1","Stage Race","2024/02/17","2024/02/18","03","131.8","Villefranche-sur-Mer-Vence","Hilly","            "
"1347",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","02","130","Muhanga-Kibeho","Flat","            "
"1348",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","07","163","Rukomo-Kayonza","Flat","            "
"1349",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","05","13","Musanze-Kinigi","Flat ITT","            "
"1350",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","03","141","Huye-Rusizi","Hilly","            "
"1351",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","04","92","Karongi-Rubavu","Hilly","            "
"1352",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","08","90","Kigali-Kigali","Hilly","            "
"1353",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","06","93","Musanze-Mount Kigali","Hilly MTF","            "
"1354",2024,"men","Road",450,"Tour of Rwanda","RW","2.1","Stage Race","2024/02/18","2024/02/25","01","18","Kigali-Kigali | TTT","TTT","            "
"1355",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","01","143","Al Dhafra-Liwa","Flat"," World Tour       Middle East Races    "
"1356",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","04","173","Dubai-Dubai","Flat"," World Tour       Middle East Races    "
"1357",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","05","182","Al Aqah-Umm al Quwain","Flat"," World Tour       Middle East Races    "
"1358",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","06","138","Abu Dhabi-Abu Dhabi","Flat"," World Tour       Middle East Races    "
"1359",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","02","12.1","Al Hudayriat-Al Hudayriat","Flat ITT"," World Tour       Middle East Races    "
"1360",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","07","161","Al Ain-Jebel Hafeet","Hilly MTF"," World Tour       Middle East Races    "
"1361",2024,"men","Road",9800,"UAE Tour","AE","2.UWT","Stage Race","2024/02/19","2024/02/25","03","176","Al Marjan-Jebel Jais","Mountain MTF"," World Tour       Middle East Races    "
"1362",2024,"men","Road",121,"Faun-Ardèche Classic","FR","1.Pro","One Day","2024/02/24","2024/02/24","GC","","","Hilly","            "
"1363",2024,"men","Road",53,"Omloop Het Nieuwsblad","BE","1.UWT","One Day","2024/02/24","2024/02/24","GC","","","Cobbles"," World Tour   Cobbled Classic  Cobbles Opening Weekend      "
"1364",2024,"men","Road",84,"Kuurne-Brussel-Kuurne","BE","1.Pro","One Day","2024/02/25","2024/02/25","GC","","","Cobbles","    Cobbled Classic  Cobbles Opening Weekend      "
"1365",2024,"men","Road",432,"La Drome Classic","FR","1.Pro","One Day","2024/02/25","2024/02/25","GC","","","Hilly","            "
"1366",2024,"men","Road",116,"Le Samyn","BE","1.1","One Day","2024/02/27","2024/02/27","GC","","","Cobbles","    Cobbled Classic        "
"1367",2024,"men","Road",112,"Trofeo Laigueglia","IT","1.Pro","One Day","2024/02/28","2024/02/28","GC","","","Hilly","            "
"1368",2024,"men","Road",277,"Umag Trophy","HR","1.2","One Day","2024/02/28","2024/02/28","GC","","","Hilly","            "
"1369",2024,"men","Road",539,"GP Criquielion","BE","1.1","One Day","2024/03/02","2024/03/02","GC","","","Hilly","            "
"1370",2024,"men","Road",18953,"Le Tour des 100 Communes","FR","1.2","One Day","2024/03/02","2024/03/02","GC","","","Flat","            "
"1371",2024,"men","Road",283,"Ster van Zwolle","NL","1.2","One Day","2024/03/02","2024/03/02","GC","","","Flat","            "
"1372",2024,"men","Road",54,"Strade Bianche","IT","1.UWT","One Day","2024/03/02","2024/03/02","GC","","","Hilly MTF"," World Tour Big7          "
"1373",2024,"men","Road",16525,"South Aegean Tour","GR","2.2","Stage Race","2024/03/02","2024/03/03","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1374",2024,"men","Road",16525,"South Aegean Tour","GR","2.2","Stage Race","2024/03/02","2024/03/03","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1375",2024,"men","Road",16525,"South Aegean Tour","GR","2.2","Stage Race","2024/03/02","2024/03/03","03","19.4","Plouay-Plouay","Flat ITT","            "
"1376",2024,"men","Road",16525,"South Aegean Tour","GR","2.2","Stage Race","2024/03/02","2024/03/03","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1377",2024,"men","Road",16525,"South Aegean Tour","GR","2.2","Stage Race","2024/03/02","2024/03/03","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1378",2024,"men","Road",2729,"GP Jean-Pierre Monseré","BE","1.1","One Day","2024/03/03","2024/03/03","GC","","","Flat","            "
"1379",2024,"men","Road",284,"GP Lillers","FR","1.2","One Day","2024/03/03","2024/03/03","GC","","","Flat","            "
"1380",2024,"men","Road",278,"Porec Trophy","HR","1.2","One Day","2024/03/03","2024/03/03","GC","","","Flat","            "
"1381",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","01","157.7","Les Mureaux-Les Mureaux","Flat"," World Tour           "
"1382",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","05","193.5","Saint-Sauveur-de-Montagut-Sisteron","Hilly"," World Tour           "
"1383",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","06","198.2","Sisteron-La-Colle-sur-Loup","Hilly"," World Tour           "
"1384",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","04","183","Chalon-sur-Saône-Mont Brouilly","Hilly MTF"," World Tour           "
"1385",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","03","26.9","Auxerre-Auxerre | TTT","TTT"," World Tour           "
"1386",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","02","177.6","Thoiry-Montargis","Unknown"," World Tour           "
"1387",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","07","173","Nice-Auron","Unknown"," World Tour           "
"1388",2024,"men","Road",2,"Paris-Nice","FR","2.UWT","Stage Race","2024/03/03","2024/03/10","08","109.3","Nice-Nice","Unknown"," World Tour           "
"1389",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","02","198","Camaiore-Follonica","Flat"," World Tour           "
"1390",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","03","220","Volterra-Gualdo Tadino","Flat"," World Tour           "
"1391",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","07","154","San Benedetto del Tronto-San Benedette del Tronto","Flat"," World Tour           "
"1392",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","01","10","Camaiore-Camaiore","Flat ITT"," World Tour           "
"1393",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","04","207","Arrone-Giulianova","Hilly MTF"," World Tour           "
"1394",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","05","146","Torricella Sicura-Valle Castellana","Mountain MTF"," World Tour           "
"1395",2024,"men","Road",3,"Tirreno-Adriatico","IT","2.UWT","Stage Race","2024/03/04","2024/03/10","06","180","Sassoferrato-CagliMonte Petrano","Mountain MTF"," World Tour           "
"1396",2024,"men","Road",276,"Istrian Spring Trophy","HR","2.2","Stage Race","2024/03/07","2024/03/10","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1397",2024,"men","Road",276,"Istrian Spring Trophy","HR","2.2","Stage Race","2024/03/07","2024/03/10","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1398",2024,"men","Road",276,"Istrian Spring Trophy","HR","2.2","Stage Race","2024/03/07","2024/03/10","03","19.4","Plouay-Plouay","Flat ITT","            "
"1399",2024,"men","Road",276,"Istrian Spring Trophy","HR","2.2","Stage Race","2024/03/07","2024/03/10","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1400",2024,"men","Road",276,"Istrian Spring Trophy","HR","2.2","Stage Race","2024/03/07","2024/03/10","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1401",2024,"men","Road",7005,"Rhodes Grand Prix","GR","1.2","One Day","2024/03/09","2024/03/09","GC","","","Flat","            "
"1402",2024,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2024/03/10","2024/03/14","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1403",2024,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2024/03/10","2024/03/14","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1404",2024,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2024/03/10","2024/03/14","03","19.4","Plouay-Plouay","Flat ITT","            "
"1405",2024,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2024/03/10","2024/03/14","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1406",2024,"men","Road",132,"Tour de Taiwan","TW","2.1","Stage Race","2024/03/10","2024/03/14","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1407",2024,"men","Road",89,"Milano - Torino","IT","1.Pro","One Day","2024/03/13","2024/03/13","GC","","","Hilly MTF","            "
"1408",2024,"men","Road",122,"Nokere Koerse","BE","1.Pro","One Day","2024/03/13","2024/03/13","GC","","","Cobbles","            "
"1409",2024,"men","Road",146,"GP de Denain","FR","1.Pro","One Day","2024/03/14","2024/03/14","GC","","","Flat","            "
"1410",2024,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2024/03/14","2024/03/17","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1411",2024,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2024/03/14","2024/03/17","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1412",2024,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2024/03/14","2024/03/17","03","19.4","Plouay-Plouay","Flat ITT","            "
"1413",2024,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2024/03/14","2024/03/17","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1414",2024,"men","Road",844,"Tour of Rhodes","GR","2.2","Stage Race","2024/03/14","2024/03/17","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1415",2024,"men","Road",123,"Bredene Koksijde Classic","BE","1.Pro","One Day","2024/03/15","2024/03/15","GC","","","Flat","            "
"1416",2024,"men","Road",10673,"Youngster Coast Challenge","BE","1.2U","One Day","2024/03/15","2024/03/15","GC","","","Flat","            "
"1417",2024,"men","Road",124,"Classic Loire Atlantique","FR","1.1","One Day","2024/03/16","2024/03/16","GC","","","Hilly","            "
"1418",2024,"men","Road",4,"Milano - Sanremo","IT","1.UWT","One Day","2024/03/16","2024/03/16","GC","","","Flat","Monument World Tour Big7          "
"1419",2024,"men","Road",125,"Cholet Agglo Tour","FR","1.1","One Day","2024/03/17","2024/03/17","GC","","","Flat","            "
"1420",2024,"men","Road",7004,"Classica da Arrábida","PT","1.2","One Day","2024/03/17","2024/03/17","GC","","","Hilly","            "
"1421",2024,"men","Road",510,"Dorpenomloop Rucphen","NL","1.2","One Day","2024/03/17","2024/03/17","GC","","","Flat","            "
"1422",2024,"men","Road",508,"GP Slovenian Istria","SI","1.2","One Day","2024/03/17","2024/03/17","GC","","","Flat","            "
"1423",2024,"men","Road",1194,"Popolarissima","IT","1.2","One Day","2024/03/17","2024/03/17","GC","","","Flat","            "
"1424",2024,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2024/03/19","2024/03/23","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1425",2024,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2024/03/19","2024/03/23","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1426",2024,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2024/03/19","2024/03/23","03","19.4","Plouay-Plouay","Flat ITT","            "
"1427",2024,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2024/03/19","2024/03/23","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1428",2024,"men","Road",114,"Coppi e Bartali","IT","2.1","Stage Race","2024/03/19","2024/03/23","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1429",2024,"men","Road",40,"Classic Brugge-De Panne","BE","1.UWT","One Day","2024/03/20","2024/03/20","GC","","","Flat"," World Tour   Cobbled Classic        "
"1430",2024,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2024/03/20","2024/03/24","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1431",2024,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2024/03/20","2024/03/24","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1432",2024,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2024/03/20","2024/03/24","03","19.4","Plouay-Plouay","Flat ITT","            "
"1433",2024,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2024/03/20","2024/03/24","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1434",2024,"men","Road",340,"Olympia's Tour","NL","2.2","Stage Race","2024/03/20","2024/03/24","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1435",2024,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2024/03/20","2024/03/24","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1436",2024,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2024/03/20","2024/03/24","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1437",2024,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2024/03/20","2024/03/24","03","19.4","Plouay-Plouay","Flat ITT","            "
"1438",2024,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2024/03/20","2024/03/24","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1439",2024,"men","Road",288,"Volta ao Alentejo","PT","2.2","Stage Race","2024/03/20","2024/03/24","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1440",2024,"men","Road",16527,"GP Vipava Valley","SI","1.2","One Day","2024/03/21","2024/03/21","GC","","","Hilly","            "
"1441",2024,"men","Road",47,"E3 Saxo Classic","BE","1.UWT","One Day","2024/03/22","2024/03/22","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"1442",2024,"men","Road",7,"Gent - Wevelgem","BE","1.UWT","One Day","2024/03/24","2024/03/24","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"1443",2024,"men","Road",937,"GP Adria Mobil","SI","1.2","One Day","2024/03/24","2024/03/24","GC","","","Hilly","            "
"1444",2024,"men","Road",260,"La Roue Tourangelle","FR","1.1","One Day","2024/03/24","2024/03/24","GC","","","Hilly","            "
"1445",2024,"men","Road",75,"Dwars door Vlaanderen","BE","1.UWT","One Day","2024/03/27","2024/03/27","GC","","","Cobbles"," World Tour   Cobbled Classic        "
"1446",2024,"men","Road",145,"Paris - Camembert","FR","1.1","One Day","2024/03/27","2024/03/27","GC","","","Flat","            "
"1447",2024,"men","Road",134,"Route Adélie de Vitré","FR","1.1","One Day","2024/03/29","2024/03/29","GC","","","Hilly","            "
"1448",2024,"men","Road",48,"GP Miguel Indurain","ES","1.Pro","One Day","2024/03/30","2024/03/30","GC","","","Hilly","            "
"1449",2024,"men","Road",126,"Volta Limburg Classic","NL","1.1","One Day","2024/03/30","2024/03/30","GC","","","Hilly","            "
"1450",2024,"men","Road",5,"Ronde van Vlaanderen","BE","1.UWT","One Day","2024/03/31","2024/03/31","GC","","","Cobbles","Monument World Tour Big7  Cobbled Classic        "
"1451",2024,"men","Road",295,"Giro del Belvedere","IT","1.2U","One Day","2024/04/01","2024/04/01","GC","","","Hilly","            "
"1452",2024,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2024/04/01","2024/04/06","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1453",2024,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2024/04/01","2024/04/06","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1454",2024,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2024/04/01","2024/04/06","03","19.4","Plouay-Plouay","Flat ITT","            "
"1455",2024,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2024/04/01","2024/04/06","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1456",2024,"men","Road",507,"Tour of Thailand","TH","2.1","Stage Race","2024/04/01","2024/04/06","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1457",2024,"men","Road",296,"GP Palio del Recioto","IT","1.2U","One Day","2024/04/02","2024/04/02","GC","","","Hilly","            "
"1458",2024,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2024/04/02","2024/04/05","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1459",2024,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2024/04/02","2024/04/05","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1460",2024,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2024/04/02","2024/04/05","03","19.4","Plouay-Plouay","Flat ITT","            "
"1461",2024,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2024/04/02","2024/04/05","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1462",2024,"men","Road",217,"Pays de la Loire Tour","FR","2.1","Stage Race","2024/04/02","2024/04/05","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1463",2024,"men","Road",56,"Scheldeprijs","BE","1.Pro","One Day","2024/04/03","2024/04/03","GC","","","Flat","    Cobbled Classic        "
"1464",2024,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2024/04/04","2024/04/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1465",2024,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2024/04/04","2024/04/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
"1466",2024,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2024/04/04","2024/04/07","03","19.4","Plouay-Plouay","Flat ITT","            "
"1467",2024,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2024/04/04","2024/04/07","04","136.6","Mur de Bretagne-Kervignac","Hilly","            "
"1468",2024,"men","Road",293,"Circuit des Ardennes","FR","2.2","Stage Race","2024/04/04","2024/04/07","05","127.7","Plouharnel-Saint Jean Brévelay","Hilly MTF","            "
"1469",2024,"men","Road",938,"Tour of Mersin","TR","2.2","Stage Race","2024/04/04","2024/04/07","01","123.9","Kerlouan-Kerlouan","Flat","            "
"1470",2024,"men","Road",938,"Tour of Mersin","TR","2.2","Stage Race","2024/04/04","2024/04/07","02","120.7","Plemet-Saint Meen-Le-Grand","Flat","            "
