index,season,first_cycling_race_id,position,first_cycling_rider_id,gc_time,stage,gc_time_leader,bib_number,first_cycling_team_id,team_name_invitational,gender,race_name,category,race_nationality,uci_race_classification,stage_race_boolean,start_date,end_date
170,2023,456,DNF,135954,NaN,GC,,72 ,34495,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
171,2023,456,DNF,108737,NaN,GC,,73 ,34495,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
172,2023,456,DNF,138837,NaN,GC,,126 ,34371,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
173,2023,456,DNF,100795,NaN,GC,,122 ,34371,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
174,2023,456,DNF,20546,NaN,GC,,63 ,33279,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
175,2023,456,DNF,177920,NaN,GC,,62 ,33279,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
176,2023,456,DNF,20193,NaN,GC,,65 ,33279,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
177,2023,456,DNF,20544,NaN,GC,,64 ,33279,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
178,2023,456,DNF,193400,NaN,GC,,142 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
179,2023,456,DNF,187055,NaN,GC,,146 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
180,2023,456,DNF,171787,NaN,GC,,141 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
181,2023,456,DNF,167852,NaN,GC,,144 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
182,2023,456,DNF,187057,NaN,GC,,145 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
183,2023,456,DNF,171788,NaN,GC,,143 ,34372,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
184,2023,456,DNF,31220,NaN,GC,,85 ,34338,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
185,2023,456,DNF,27136,NaN,GC,,83 ,34338,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
186,2023,456,DNF,37346,NaN,GC,,86 ,34338,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
187,2023,456,DNF,63298,NaN,GC,,42 ,34149,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
188,2023,456,DNF,151481,NaN,GC,,46 ,34149,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
189,2023,456,DNF,126632,NaN,GC,,44 ,34149,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
190,2023,456,DNF,100791,NaN,GC,,26 ,None,New Zealand,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
191,2023,456,DNF,130370,NaN,GC,,24 ,None,New Zealand,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
192,2023,456,DNF,95087,NaN,GC,,22 ,None,New Zealand,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
193,2023,456,DNF,29489,NaN,GC,,134 ,34153,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
194,2023,456,DNF,167853,NaN,GC,,135 ,34153,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
195,2023,456,DNF,63654,NaN,GC,,131 ,34153,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
196,2023,456,DNF,151476,NaN,GC,,136 ,34153,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
197,2023,456,DNF,167850,NaN,GC,,103 ,34370,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
198,2023,456,DNF,193277,NaN,GC,,102 ,34370,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
199,2023,456,DNF,171789,NaN,GC,,104 ,34370,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
200,2023,456,DNF,151528,NaN,GC,,106 ,34370,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
201,2023,456,DNF,130369,NaN,GC,,116 ,34369,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
202,2023,456,DNF,100792,NaN,GC,,111 ,34369,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
203,2023,456,DNF,151519,NaN,GC,,13 ,34148,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
204,2023,456,DNF,187937,NaN,GC,,14 ,34148,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
205,2023,456,DNF,75997,NaN,GC,,11 ,34148,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
206,2023,456,DNF,44545,NaN,GC,,93 ,34367,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
207,2023,456,DNF,111642,NaN,GC,,96 ,34367,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
208,2023,456,DNF,162785,NaN,GC,,92 ,34367,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
209,2023,456,DNF,27987,NaN,GC,,32 ,38114,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
210,2023,456,DNF,6291,NaN,GC,,33 ,38114,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
211,2023,456,DNF,177600,NaN,GC,,35 ,38114,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
212,2023,456,DNF,38836,NaN,GC,,34 ,38114,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
213,2023,456,DNF,21900,NaN,GC,,36 ,38114,None,Men,NZ Cycle Classic,Road,NZ,2.2,Stage Race,2023/01/11,2023/01/15
214,2023,454,1,7321,NaN,GC,27:36:34,4 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
215,2023,454,2,29623,NaN,GC,+ 01:44,41 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
216,2023,454,3,68140,NaN,GC,+ 02:32,16 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
217,2023,454,4,16774,NaN,GC,+ 03:13,44 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
218,2023,454,5,23087,NaN,GC,+ 04:10,2 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
219,2023,454,6,29247,NaN,GC,+ 04:20,43 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
220,2023,454,7,71625,NaN,GC,+ 06:02,141 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
221,2023,454,8,21898,NaN,GC,+ 06:04,1 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
222,2023,454,9,31073,NaN,GC,+ 06:11,82 ,34316,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
223,2023,454,10,23095,NaN,GC,+ 08:48,222 ,34833,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
224,2023,454,11,174644,NaN,GC,+ 09:00,142 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
225,2023,454,12,7323,NaN,GC,+ 10:53,11 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
226,2023,454,13,121790,NaN,GC,+ 11:49,182 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
227,2023,454,14,68233,NaN,GC,+ 13:43,84 ,34316,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
228,2023,454,15,29607,NaN,GC,+ 15:30,3 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
229,2023,454,16,13949,NaN,GC,+ 16:47,161 ,34832,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
230,2023,454,17,136109,NaN,GC,+ 16:55,26 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
231,2023,454,18,37209,NaN,GC,+ 17:19,5 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
232,2023,454,19,14135,NaN,GC,+ 17:20,186 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
233,2023,454,20,68869,NaN,GC,+ 17:29,13 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
234,2023,454,21,29571,NaN,GC,+ 17:56,42 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
235,2023,454,22,130427,NaN,GC,+ 18:51,34 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
236,2023,454,23,29585,NaN,GC,+ 19:12,143 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
237,2023,454,24,85519,NaN,GC,+ 24:27,24 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
238,2023,454,25,49584,NaN,GC,+ 24:31,51 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
239,2023,454,26,130399,NaN,GC,+ 24:40,125 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
240,2023,454,27,34601,NaN,GC,+ 27:18,52 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
241,2023,454,28,158978,NaN,GC,+ 29:51,63 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
242,2023,454,29,27184,NaN,GC,+ 31:21,221 ,34833,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
243,2023,454,30,82730,NaN,GC,+ 31:54,193 ,35080,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
244,2023,454,31,35595,NaN,GC,+ 33:06,12 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
245,2023,454,32,130429,NaN,GC,+ 34:16,32 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
246,2023,454,33,178548,NaN,GC,+ 42:48,54 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
247,2023,454,34,82726,NaN,GC,+ 44:55,183 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
248,2023,454,35,29576,NaN,GC,+ 47:14,6 ,34199,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
249,2023,454,36,23077,NaN,GC,+ 47:57,66 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
250,2023,454,37,30073,NaN,GC,+ 49:32,25 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
251,2023,454,38,13953,NaN,GC,+ 54:01,101 ,34602,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
252,2023,454,39,187956,NaN,GC,+ 58:54,92 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
253,2023,454,40,99643,NaN,GC,+ 01:01:25,31 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
254,2023,454,41,10916,NaN,GC,+ 01:02:17,33 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
255,2023,454,42,121791,NaN,GC,+ 01:04:42,181 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
256,2023,454,43,178532,NaN,GC,+ 01:05:45,135 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
257,2023,454,44,163925,NaN,GC,+ 01:06:55,65 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
258,2023,454,45,123319,NaN,GC,+ 01:08:48,94 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
259,2023,454,46,37224,NaN,GC,+ 01:09:14,23 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
260,2023,454,47,111717,NaN,GC,+ 01:12:36,192 ,35080,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
261,2023,454,48,123320,NaN,GC,+ 01:15:20,162 ,34832,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
262,2023,454,49,122119,NaN,GC,+ 01:15:35,45 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
263,2023,454,50,123318,NaN,GC,+ 01:17:11,53 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
264,2023,454,51,121794,NaN,GC,+ 01:18:40,131 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
265,2023,454,52,54144,NaN,GC,+ 01:19:03,62 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
266,2023,454,53,160770,NaN,GC,+ 01:22:52,96 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
267,2023,454,54,110954,NaN,GC,+ 01:23:11,85 ,34316,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
268,2023,454,55,60605,NaN,GC,+ 01:24:35,202 ,34835,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
269,2023,454,56,63216,NaN,GC,+ 01:25:10,201 ,34835,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
270,2023,454,57,187954,NaN,GC,+ 01:38:36,74 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
271,2023,454,58,187208,NaN,GC,+ 01:41:38,112 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
272,2023,454,59,164732,NaN,GC,+ 01:46:39,83 ,34316,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
273,2023,454,60,180240,NaN,GC,+ 01:52:20,36 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
274,2023,454,61,164499,NaN,GC,+ 02:01:18,203 ,34835,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
275,2023,454,62,184682,NaN,GC,+ 02:02:33,133 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
276,2023,454,63,130400,NaN,GC,+ 02:03:30,81 ,34316,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
277,2023,454,64,139450,NaN,GC,+ 02:06:58,152 ,34314,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
278,2023,454,65,30060,NaN,GC,+ 02:26:44,165 ,34832,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
279,2023,454,66,34594,NaN,GC,+ 02:43:12,136 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
280,2023,454,67,111716,NaN,GC,+ 02:48:32,163 ,34832,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
281,2023,454,68,177415,NaN,GC,+ 03:02:01,194 ,35080,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
282,2023,454,DNF,199842,NaN,GC,,146 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
283,2023,454,DNF,85049,NaN,GC,,145 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
284,2023,454,DNF,85477,NaN,GC,,144 ,34817,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
285,2023,454,DNF,177425,NaN,GC,,91 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
286,2023,454,DNF,191038,NaN,GC,,95 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
287,2023,454,DNF,177420,NaN,GC,,93 ,34830,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
288,2023,454,DNF,103170,NaN,GC,,184 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
289,2023,454,DNF,178335,NaN,GC,,185 ,34691,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
290,2023,454,DNF,29621,NaN,GC,,211 ,35081,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
291,2023,454,DNF,91036,NaN,GC,,212 ,35081,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
292,2023,454,DNF,164731,NaN,GC,,213 ,35081,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
293,2023,454,DNF,174640,NaN,GC,,214 ,35081,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
294,2023,454,DNF,61679,NaN,GC,,61 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
295,2023,454,DNF,7877,NaN,GC,,64 ,34315,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
296,2023,454,DNF,37208,NaN,GC,,164 ,34832,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
297,2023,454,DNF,85470,NaN,GC,,175 ,34829,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
298,2023,454,DNF,187955,NaN,GC,,171 ,34829,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
299,2023,454,DNF,206550,NaN,GC,,174 ,34829,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
300,2023,454,DNF,136108,NaN,GC,,172 ,34829,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
301,2023,454,DNF,206549,NaN,GC,,173 ,34829,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
302,2023,454,DNF,116512,NaN,GC,,35 ,21848,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
303,2023,454,DNF,178529,NaN,GC,,46 ,34831,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
304,2023,454,DNF,161299,NaN,GC,,72 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
305,2023,454,DNF,166177,NaN,GC,,71 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
306,2023,454,DNF,199843,NaN,GC,,75 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
307,2023,454,DNF,199829,NaN,GC,,76 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
308,2023,454,DNF,177418,NaN,GC,,73 ,35040,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
309,2023,454,DNF,16772,NaN,GC,,21 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
310,2023,454,DNF,75595,NaN,GC,,22 ,33911,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
311,2023,454,DNF,49592,NaN,GC,,195 ,35080,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
312,2023,454,DNF,25650,NaN,GC,,191 ,35080,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
313,2023,454,DNF,5683,NaN,GC,,14 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
314,2023,454,DNF,164759,NaN,GC,,15 ,33999,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
315,2023,454,DNF,184680,NaN,GC,,224 ,34833,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
316,2023,454,DNF,40199,NaN,GC,,223 ,34833,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
317,2023,454,DNF,199895,NaN,GC,,225 ,34833,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
318,2023,454,DNF,191046,NaN,GC,,114 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
319,2023,454,DNF,53197,NaN,GC,,116 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
320,2023,454,DNF,187197,NaN,GC,,111 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
321,2023,454,DNF,187682,NaN,GC,,115 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
322,2023,454,DNF,103176,NaN,GC,,113 ,34834,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
323,2023,454,DNF,175891,NaN,GC,,204 ,34835,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
324,2023,454,DNF,187214,NaN,GC,,123 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
325,2023,454,DNF,77622,NaN,GC,,122 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
326,2023,454,DNF,29588,NaN,GC,,121 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
327,2023,454,DNF,136092,NaN,GC,,126 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
328,2023,454,DNF,73172,NaN,GC,,124 ,34836,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
329,2023,454,DNF,199793,NaN,GC,,104 ,34602,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
330,2023,454,DNF,29618,NaN,GC,,103 ,34602,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
331,2023,454,DNF,206640,NaN,GC,,102 ,34602,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
332,2023,454,DNF,85461,NaN,GC,,105 ,34602,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
333,2023,454,DNF,49582,NaN,GC,,134 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
334,2023,454,DNF,160001,NaN,GC,,132 ,34837,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
335,2023,454,DNF,120588,NaN,GC,,153 ,34314,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
336,2023,454,DNF,66335,NaN,GC,,154 ,34314,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
337,2023,454,DNF,174023,NaN,GC,,155 ,34314,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
338,2023,454,DNF,196471,NaN,GC,,151 ,34314,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
339,2023,454,DNF,195019,NaN,GC,,56 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
340,2023,454,DNF,177414,NaN,GC,,55 ,34662,None,Men,Vuelta al Táchira,Road,VE,2.2,Stage Race,2023/01/15,2023/01/22
341,2023,1,1,88703,NaN,GC,16:07:41,141 ,21840,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
342,2023,1,2,6242,NaN,GC,+ 11,2 ,28389,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
343,2023,1,3,4863,NaN,GC,+ 27,31 ,22726,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
344,2023,1,4,102733,NaN,GC,+ 57,96 ,21828,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
345,2023,1,5,69502,NaN,GC,+ 58,65 ,21810,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
346,2023,1,6,42186,NaN,GC,+ 01:04,11 ,21802,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
347,2023,1,7,4953,NaN,GC,+ 01:06,101 ,27884,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
348,2023,1,8,96981,NaN,GC,+ 01:07,47 ,25886,None,Men,Tour Down Under,Road,AU,2.UWT,Stage Race,2023/01/17,2023/01/22
