season,team_id,team_name,uci_division
2023,36452,BKara St.Joseph SC,Men's Junior
2023,40461,Black Spoke CA,Men's Junior
2023,34746,Blackburn CC,Men's Junior
2023,34733,Blackshaw Racing,Men's Junior
2023,38445,Blacksmith Cycle,Men's Junior
2023,34629,Blarney CC,Men's Junior
2023,37818,Blau Blitzen,Men's Junior
2023,37045,Blaze Miyazaki,Men's Junior
2023,38167,Blindleia CK,Men's Junior
2023,38951,Blitz,Men's Junior
2023,40386,Blitzkrieg Racing,Men's Junior
2023,39237,Blue Bicycle Riders,Men's Junior
2023,37707,Blue Demon,Men's Junior
2023,40313,Blue Rocks,Men's Junior
2023,37915,BM Racing ZUNOW,Men's Junior
2023,35173,BMV Pol.Boliviana-Coffy,Men's Junior
2023,38221,BN Cycling Team,Men's Junior
2023,37797,Body &amp; Bike - BMB Boekhouding,Men's Junior
2023,37474,Bodø CK,Men's Junior
2023,34623,Bohermeen CC,Men's Junior
2023,37402,BONDS Shizuoka,Men's Junior
2023,37829,Bonne Chance ACA,Men's Junior
2023,36744,Boost Cycle Sport,Men's Junior
2023,38217,Borac-Cacak,Men's Junior
2023,38569,Boston Racinf Indp.,Men's Junior
2023,38782,Botrail CC,Men's Junior
2023,36669,Bottecchia RC,Men's Junior
2023,33010,Bourg-en-Bresse Ain Cyclisme,Men's Junior
2023,36381,Boyaca Avanza,Men's Junior
2023,39097,BP Pagcor Cycling,Men's Junior
2023,36144,Bragado Cycles Club,Men's Junior
2023,37076,Brakni,Men's Junior
2023,34646,Bray Wheelers,Men's Junior
2023,37796,Brazil Team Cy.,Men's Junior
2023,38646,Brazucas C.C.,Men's Junior
2023,38777,BRC Zugvogel Berlin 1901,Men's Junior
2023,38523,BRCC,Men's Junior
2023,37561,BRCC Banyuwangi,Men's Junior
2023,37240,Breakaway CC,Men's Junior
2023,38308,Breiðablik,Men's Junior
2023,36957,Brezza - Kamihagi,Men's Junior
2023,37843,Bridge Bike Products,Men's Junior
2023,38317,Brigetio KSE,Men's Junior
2023,39349,Brighton Mitre,Men's Junior
2023,34825,Brisbane CC,Men's Junior
2023,33744,Brocar-Ale,Men's Junior
2023,34262,Brocoli Mecánico-Sakata,Men's Junior
2023,38452,Brother UK-Orient,Men's Junior
2023,39313,Brucicle-Moofy-Rodonaves-FME Brusqu,Men's Junior
2023,36916,Brunei Continental Cycling Team,Men's Junior
2023,34582,Brunswick,Men's Junior
2023,37099,Brussels Cycling Team,Men's Junior
2023,37839,Bryton Racing Team,Men's Junior
2023,38589,BSK Banja Luka,Men's Junior
2023,36410,BTWQ,Men's Junior
2023,38593,Buca Belediyesi GSK,Men's Junior
2023,34635,Burren Cycling Club,Men's Junior
2023,38592,Bursa Buyuksehir BSKD,Men's Junior
2023,38376,Buruczki Training S,Men's Junior
2023,40239,Business South,Men's Junior
2023,36493,ButcherBox Cycling,Men's Junior
2023,38166,Bygdø IL,Men's Junior
2023,38545,Bålsta CK,Men's Junior
2023,40240,C Brown Builders,Men's Junior
2023,35744,C.A. Villa Teresa,Men's Junior
2023,36396,C.A.Chacarita,Men's Junior
2023,37760,C.A.Flores,Men's Junior
2023,36302,C.Amal Souk Sebt,Men's Junior
2023,34700,C.C Bonaerense,Men's Junior
2023,34796,C.C. Ñielol,Men's Junior
2023,39463,C.C.20 La Rioja,Men's Junior
2023,38548,C.C.Al-Andalus,Men's Junior
2023,36408,C.C.Andalucia Nature,Men's Junior
2023,37387,C.C.Anil Rathnasiri,Men's Junior
2023,40344,C.C.Arias Peru,Men's Junior
2023,36824,C.C.Artanenc,Men's Junior
2023,35184,C.C.Biking Point,Men's Junior
2023,39626,C.C.Cammarts,Men's Junior
2023,39372,C.C.Cardedeu,Men's Junior
2023,39371,C.C.Cardedeu,Men's Junior
2023,34122,C.C.Catral-Telfy,Men's Junior
2023,34845,C.C.Cerro Largo,Men's Junior
2023,36091,C.C.Chacabuco,Men's Junior
2023,36278,C.C.Cicles Vic,Men's Junior
2023,35087,C.C.Ciudad del Plata,Men's Junior
2023,38129,C.C.Cyclon Zaragoza,Men's Junior
2023,36303,C.C.Detroit de Tanger,Men's Junior
2023,33158,C.C.Ergué Gaberic,Men's Junior
2023,38087,C.C.Escurialense,Men's Junior
2023,34849,C.C.Fenix,Men's Junior
2023,36108,C.C.for All,Men's Junior
2023,39301,C.C.Fornells de la Selva,Men's Junior
2023,39374,C.C.Fraga,Men's Junior
2023,38992,C.C.Getafe,Men's Junior
2023,36511,C.C.Grupeta de la Safor,Men's Junior
2023,34874,C.C.Hegoplac-G4,Men's Junior
2023,38935,C.C.Helsinki,Men's Junior
2023,38421,C.C.Isle of Man,Men's Junior
2023,36639,C.C.Jaen Ruta del Aove,Men's Junior
2023,36872,C.C.Kelaa des Sraghna,Men's Junior
2023,36482,C.C.Le Boulou,Men's Junior
2023,38681,C.C.Luton,Men's Junior
2023,38535,C.C.Mancor de la Vall,Men's Junior
2023,34795,C.C.Melipulli,Men's Junior
2023,35616,C.C.Miami-Megabici,Men's Junior
2023,34876,C.C.Monpedal Castellon,Men's Junior
2023,39251,C.C.Moreno Periñan,Men's Junior
2023,36304,C.C.Nouvelle Generation,Men's Junior
2023,34797,C.C.Osorno,Men's Junior
2023,34908,C.C.Pardinyes,Men's Junior
2023,34809,C.C.Patagonia Austral,Men's Junior
2023,33342,C.C.Périgueux-Dordogne,Men's Junior
2023,35700,C.C.Plancoët,Men's Junior
2023,34727,C.C.Polop,Men's Junior
2023,37173,C.C.Portinatx Cycling Team,Men's Junior
2023,40342,C.C.Puente Piedra,Men's Junior
2023,37873,C.C.Ratpenat,Men's Junior
2023,36395,C.C.Rodriguez,Men's Junior
2023,38084,C.C.Sa Pobla,Men's Junior
2023,38531,C.C.Saint Louisien,Men's Junior
2023,35046,C.C.San Vicente,Men's Junior
2023,36874,C.C.Sant Gregori,Men's Junior
2023,36917,C.C.Sepelaco,Men's Junior
2023,38740,C.C.So Pedal,Men's Junior
2023,35088,C.C.Tacuarembo,Men's Junior
2023,38337,C.C.Terres de Lleida,Men's Junior
2023,37433,C.C.Trevol-Bikesports,Men's Junior
2023,39030,C.C.Turiaso,Men's Junior
2023,39388,C.C.Uas,Men's Junior
2023,34887,C.C.Vauclinois,Men's Junior
2023,36922,C.C.Viclass,Men's Junior
2023,36413,C.C.Vigues,Men's Junior
2023,37388,C.C.Viking,Men's Junior
2023,39260,C.D.A Bloque,Men's Junior
2023,36661,C.D.Alcores Bike,Men's Junior
2023,38515,C.D.Bike Team Project,Men's Junior
2023,40348,C.D.Ciclismo,Men's Junior
2023,39250,C.D.Dental Luque Team,Men's Junior
2023,36638,C.D.Etipon Bike,Men's Junior
2023,38745,C.D.Harman Bikes,Men's Junior
2023,36062,C.D.Hovalis,Men's Junior
2023,38744,C.D.Kanina Bikes,Men's Junior
2023,36412,C.D.Kazajoz CT,Men's Junior
2023,38534,C.D.Montiz,Men's Junior
2023,36637,C.D.Oliva Metal.Bike,Men's Junior
2023,35947,C.D.R-Telecom,Men's Junior
2023,38492,C.D.Seven Pro Cycling,Men's Junior
2023,38517,C.D.Z2 Bike,Men's Junior
2023,36279,C.E.3HM,Men's Junior
2023,36702,C.E.A.R 54 Once,Men's Junior
2023,39373,C.E.Barcelona Pista,Men's Junior
2023,39478,C.E.Triasport,Men's Junior
2023,36305,C.J.Agadir Cyc,Men's Junior
2023,38148,C.K.Aarhus,Men's Junior
2023,39083,C.K.Falange Bratislava,Men's Junior
2023,37869,C.K.Olympik Trnava,Men's Junior
2023,38209,C.K.Slavko Bratislava,Men's Junior
2023,38595,C.K.Sundet,Men's Junior
2023,36548,C.Master-Xela,Men's Junior
2023,39625,C.N.Vic ETB,Men's Junior
2023,36281,C.S.Chabab Inezgane,Men's Junior
2023,39515,C.S.Chinonais,Men's Junior
2023,38720,C.S.Intersport,Men's Junior
2023,38227,C.S.Vointa Cluj-Napoca,Men's Junior
2023,37471,C.T. Keukens Buysse Knesselare VZW,Men's Junior
2023,37221,C.T.Kaydall,Men's Junior
2023,36331,CA Castelsarrasin,Men's Junior
2023,37134,Cablotech Biotraining Team,Men's Junior
2023,38772,Caciques Team Nicoya,Men's Junior
2023,34799,Cafe Fundador-Clap Uno,Men's Junior
2023,37777,Caffi Gruff,Men's Junior
2023,39031,Caja de Ahorro-Alcaldia de Panama,Men's Junior
2023,33915,Caja Rural-Alea,Men's Junior
2023,40301,Calcit Bike Team,Men's Junior
2023,37363,Calvisson VTT,Men's Junior
2023,37143,Calzaturieri Montegranaro,Men's Junior
2023,36736,CAM Bordeaux,Men's Junior
2023,38767,CAM Velo Team,Men's Junior
2023,37012,Camaguey,Men's Junior
2023,38615,Cambridge University CC,Men's Junior
2023,37702,Caminos de Omar,Men's Junior
2023,34298,Campana Imballaggi Geo&amp;Tex Trentino,Men's Junior
2023,37161,Campe Cycling Team,Men's Junior
2023,36920,Camping Nauta Tenerife-Ulevel,Men's Junior
2023,37935,Campione,Men's Junior
2023,36553,Campo Verde,Men's Junior
2023,40307,CAN Potosi,Men's Junior
2023,38077,Cannondale Echelon pb 4iii,Men's Junior
2023,36696,Cano,Men's Junior
2023,36654,Canterbury,Men's Junior
2023,39720,Cape Verde National Team,Men's Junior
2023,38118,Capricornis,Men's Junior
2023,38979,Carabobo Team,Men's Junior
2023,38542,Carba SC,Men's Junior
2023,34844,Carbonbike Giordana by Gen Z,Men's Junior
2023,36397,Cardona Wanderers,Men's Junior
2023,36628,Carithos CT,Men's Junior
2023,34649,Carn Wheelers,Men's Junior
2023,34782,Carnegie Caulfield Cycling Club,Men's Junior
2023,37250,Carolina CT,Men's Junior
2023,40211,Cascavel Bike Platoom,Men's Junior
2023,36670,Castlebar CC,Men's Junior
2023,36068,Çatalhuyuk Cumra Belediye Spor Kulübü Dernegi,Men's Junior
2023,40433,Cavigal Nice Sports,Men's Junior
2023,37803,CBM Racing Team,Men's Junior
2023,37367,CC Bedarieux,Men's Junior
2023,38004,CC Bourg-Blanc,Men's Junior
2023,38498,CC Châteaugiron,Men's Junior
2023,37985,CC Ernéen,Men's Junior
2023,32985,CC Etupes,Men's Junior
2023,37061,CC Formerie,Men's Junior
2023,40430,CC Mainsat Evaux,Men's Junior
2023,36485,CC Marmande 47,Men's Junior
2023,33791,CC Nogent-sur-Oise,Men's Junior
2023,37205,CC Pavé76,Men's Junior
2023,40428,CC Varennes-Vauzelles,Men's Junior
2023,34203,CC Villeneuve Saint-Germain,Men's Junior
2023,38005,CC Vitréen,Men's Junior
2023,34495,CCACHE x Par Küp,Men's Junior
2023,37491,CCB Racing,Men's Junior
2023,39704,CCC Kilamba,Men's Junior
2023,38773,CCDR Cartago,Men's Junior
2023,39334,CCDR Desamparados,Men's Junior
2023,39358,CCDR Paraiso,Men's Junior
2023,36953,CCDR San Carlos,Men's Junior
2023,39359,CCDR San Jose,Men's Junior
2023,37974,CCH Icehearts Racing Team,Men's Junior
2023,37342,CCL Matdiver,Men's Junior
2023,38180,CCM Region de Samara,Men's Junior
2023,38652,CCN Factory Racing,Men's Junior
2023,36954,CCRD Sarapiqui,Men's Junior
2023,34846,CCS Barrio Artigas de 33,Men's Junior
2023,36400,CCSD Amanecer,Men's Junior
2023,36649,CDC,Men's Junior
2023,37850,CDC El AS,Men's Junior
2023,37846,CDC Hualane,Men's Junior
2023,37845,CDC Infinito,Men's Junior
2023,37564,CDE Ciclista Corredor,Men's Junior
2023,36698,CDE Sin Fronteras,Men's Junior
2023,39036,CDEF Team Bicicoca,Men's Junior
2023,37847,CDP Perfomance,Men's Junior
2023,36375,CEDRE,Men's Junior
2023,40236,Central Benchmakers,Men's Junior
2023,37452,Central Burgalesa de Pescados,Men's Junior
2023,37246,Century RAC,Men's Junior
2023,36513,Ceramicas Castelli-ADD Xela,Men's Junior
2023,37855,CeramicSpeed Herning CK Elite,Men's Junior
2023,38822,Ceska Sporitelna-Accolade,Men's Junior
2023,37725,Cez Cyklo Team Tabor,Men's Junior
2023,37007,CF5 Academy,Men's Junior
2023,38139,CFC Spordiklubi,Men's Junior
2023,36687,Chabiba Eriadi Draria,Men's Junior
2023,39531,Chakubota Racing,Men's Junior
2023,36671,Challenge CC,Men's Junior
2023,38987,Chambéry Cyclisme Compétition,Men's Junior
2023,34922,Champion System Japan Test Team,Men's Junior
2023,34941,Chandigarh,Men's Junior
2023,38796,Chapulines Triny,Men's Junior
2023,40226,Charcas CT,Men's Junior
2023,34959,Charlies Metalced,Men's Junior
2023,32997,Charvieu-Chavagneux IC,Men's Junior
2023,35172,Chasqui Viacha,Men's Junior
2023,40288,Chavarria CC,Men's Junior
2023,37003,Chavo Mechanics-ES Cervantes,Men's Junior
2023,34957,Chhatisgarh,Men's Junior
2023,38860,Chibaponz,Men's Junior
2023,38299,Chico CT pb Amain,Men's Junior
2023,38012,Choshi Commercial High School,Men's Junior
2023,36769,Chukyo University,Men's Junior
2023,37123,Chuo University,Men's Junior
2023,38456,Chuquisaca,Men's Junior
2023,34867,CIC Olot,Men's Junior
2023,38748,Ciclislo,Men's Junior
2023,34817,Ciclismo de Politachira,Men's Junior
2023,34800,Ciclismo Rio Cruces,Men's Junior
2023,34701,Ciclismo Tupungato,Men's Junior
2023,38727,Ciclo Cafe Truchas Bike,Men's Junior
2023,37704,Ciclo Express,Men's Junior
2023,34830,Ciclocorse,Men's Junior
2023,34538,Ciclos Oleka,Men's Junior
2023,34725,Ciclos Sabater,Men's Junior
2023,37011,Ciego de Avila,Men's Junior
2023,34339,Ciel Bleu Kanoya,Men's Junior
2023,36602,Cienfuegos,Men's Junior
2023,36506,Cinch Rise,Men's Junior
2023,36100,Cine Elmay,Men's Junior
2023,40460,Cinnamon Cafe-Contour Cycles,Men's Junior
2023,34691,City Bikes,Men's Junior
2023,40480,City Bikes Miami,Men's Junior
2023,38973,City CC,Men's Junior
2023,37254,Ciudad de Bragado,Men's Junior
2023,36098,Ciudad de Chivilcoy-Nitro,Men's Junior
2023,36633,Ciudad de Oviedo-Tartiere Auto,Men's Junior
2023,34893,Ciudad de Pehuajo,Men's Junior
2023,36306,CJS Kasri,Men's Junior
2023,38155,CK Bure,Men's Junior
2023,37723,CK Dukla Bratislava,Men's Junior
2023,37187,CK Hymer,Men's Junior
2023,37724,CK Pribram - Fany Gastro,Men's Junior
2023,37901,CK Ringen,Men's Junior
2023,37868,CK Spartak Tlmace,Men's Junior
2023,40426,CL Barlin,Men's Junior
2023,38176,ClancyBriggs Cycling Academy,Men's Junior
2023,36746,Clean Power Cycl.,Men's Junior
2023,34211,CLN Cycling,Men's Junior
2023,36672,Clonard RC,Men's Junior
2023,36407,Club 33 de San Jose,Men's Junior
2023,36871,Club Agadir Velo VTT,Men's Junior
2023,36301,Club Alismailia Meknes,Men's Junior
2023,39487,Club AVV Peru,Men's Junior
2023,36841,Club Castillo,Men's Junior
2023,36681,Club D.E.F Halcones unidos,Men's Junior
2023,37949,Club Giro,Men's Junior
2023,36401,Club Joselin,Men's Junior
2023,37762,Club K6 Naranjal,Men's Junior
2023,36399,Club Matadero Pando,Men's Junior
2023,40218,Club Miki,Men's Junior
2023,36307,Club Omnisports Meknes,Men's Junior
2023,36394,Club San Isidro,Men's Junior
2023,38612,Club Turing,Men's Junior
2023,40223,Club Twitter Bolivia,Men's Junior
2023,36403,Club Union 33 Vergara,Men's Junior
2023,39298,Club Uptaiet-Inv.Alexander,Men's Junior
2023,39534,Clube Dataro de Ciclismo,Men's Junior
2023,38742,Clube Maringaense de Ciclismo,Men's Junior
2023,39485,CLWB Beicio,Men's Junior
2023,37059,CM Aubervilliers 93,Men's Junior
2023,38438,CMC cyc,Men's Junior
2023,36948,CMS-Prefabricados San Carlos,Men's Junior
2023,34847,CNP Bocas del Cufré,Men's Junior
2023,38718,Cobra9 - Leigh Surveyors,Men's Junior
2023,37817,code 33,Men's Junior
2023,39052,Coffeman-Lab4bike,Men's Junior
2023,38453,Colchester Rovers,Men's Junior
2023,38947,Colibri CT,Men's Junior
2023,34912,Colombia Potencia de la Vida-GW,Men's Junior
2023,37168,Comite Regional Liege,Men's Junior
2023,37763,Competitive Edge Racing,Men's Junior
2023,38066,Comrin,Men's Junior
2023,37261,Condimentar La Plata,Men's Junior
2023,38996,Confit.El Loro-Apure,Men's Junior
2023,36814,Connacht,Men's Junior
2023,36968,CONQUISTA,Men's Junior
2023,36257,Construcciones Qoda,Men's Junior
2023,34687,Construcciones Ureña-Cam.San Juan,Men's Junior
2023,36240,Contiki Velo Bavarian RT,Men's Junior
2023,37976,Continental-Focus,Men's Junior
2023,34205,Controlpack-Badia,Men's Junior
2023,38754,Coop CT,Men's Junior
2023,35192,Copeba-Muebles Madeca-Muni Toto,Men's Junior
2023,40163,Copla Team,Men's Junior
2023,34890,Coraza Hierros,Men's Junior
2023,38058,Corbatas Pindal-Caja Rural,Men's Junior
2023,36993,Core Tech Cyc.,Men's Junior
2023,35081,Corp Servicable Comerciantes Socopo,Men's Junior
2023,36380,Corp.Plateado,Men's Junior
2023,34315,Corratec Racing America,Men's Junior
2023,39462,Corsa Yamanashi,Men's Junior
2023,38682,Cotswold Cycles Trek,Men's Junior
2023,39265,Coup Cycle Göppingen,Men's Junior
2023,34371,Couplands Booths Group,Men's Junior
2023,37822,Cow Gumma,Men's Junior
2023,36444,Cowley Road Condors,Men's Junior
2023,37816,CR3W,Men's Junior
2023,33272,CR4C Roanne,Men's Junior
2023,33576,Crabbe Toitures - CC Chevigny,Men's Junior
2023,35056,CrankPeddlers,Men's Junior
2023,36234,CRC Team,Men's Junior
2023,36596,CRCA - Foundation,Men's Junior
2023,37343,CRCA - Rockstars Games,Men's Junior
2023,37302,CRCA-Automatic Lonely,Men's Junior
2023,37299,CRCA-Big Hit,Men's Junior
2023,37305,CRCA-Blue Ribbon,Men's Junior
2023,38538,CRCA-Burrowes Brot.,Men's Junior
2023,37251,CRCA-Dave Jordan,Men's Junior
2023,37492,CRCA-Jamison Capital-Cannondale,Men's Junior
2023,37300,CRCA-NYCC-Magen Financia,Men's Junior
2023,37298,CRCA-Rubber N.NYC,Men's Junior
2023,37304,CRCA-Skratch Labs Ostroy,Men's Junior
2023,37297,CRCA-Team Veselka,Men's Junior
2023,39275,CRCA-To Be Determined,Men's Junior
2023,32986,Cre'Actuel-Marie Morin-U 22,Men's Junior
2023,36575,Creative Blue Monster,Men's Junior
2023,37356,Creuse Oxygène Guéret,Men's Junior
2023,38190,Crimea Republic,Men's Junior
2023,38368,Crisa-SEEI,Men's Junior
2023,39294,Croix du Sud de Matoury,Men's Junior
2023,33710,Cross Team Legendre,Men's Junior
2023,38219,Crvena Zvezda,Men's Junior
2023,38722,CS Politecnica Cluj-Napoca,Men's Junior
2023,36579,CS Velo Racing,Men's Junior
2023,38225,CSA Steaua Bucuresti,Men's Junior
2023,37887,CSC Olymp,Men's Junior
2023,34879,CSCA Propreté 2000,Men's Junior
2023,37281,CSD C.C.,Men's Junior
2023,38967,Csepel Szigeti,Men's Junior
2023,38653,CSM Constanta,Men's Junior
2023,38228,CSUVT-Devron West CT,Men's Junior
2023,37219,CT Atertdaul,Men's Junior
2023,37753,CT Declerck Schurijnwerk - Yprauto,Men's Junior
2023,36359,CT Kayldall,Men's Junior
2023,36355,CT Toproad Roeserbann,Men's Junior
2023,37122,CT UW Immo Plus-Pessemier NV,Men's Junior
2023,37008,CTC Cycling-AMC,Men's Junior
2023,37034,Cuba -A,Men's Junior
2023,37035,Cuba-B,Men's Junior
2023,38241,Cube-Csömör,Men's Junior
2023,36673,Cuchulain CC,Men's Junior
2023,40272,Cure Kijabe,Men's Junior
2023,36938,Cutaway Blanchards Coffee,Men's Junior
2023,37357,CV Chemillé,Men's Junior
2023,37930,CWASP Atari Maeda,Men's Junior
2023,38112,CX- Germany,Men's Junior
2023,39483,Cycle Club Bridgnorth RWG,Men's Junior
2023,36727,Cycle Freedom Racing,Men's Junior
2023,37511,Cycle Golbéen,Men's Junior
2023,37151,Cycle Passion - Scott Racing Team,Men's Junior
2023,38294,Cycle Smart-Shiftgear,Men's Junior
2023,39322,Cycle Sport-Specialized pb Musel,Men's Junior
2023,38375,Cycle-Smart + Romeo,Men's Junior
2023,36674,Cycleology RT,Men's Junior
2023,37821,Cyclers SNEL,Men's Junior
2023,37475,Cycleworld Race Club,Men's Junior
2023,38207,Cycling Academy Bratislava,Men's Junior
2023,37722,Cycling Academy Trencin,Men's Junior
2023,40385,Cycling Brain Racing,Men's Junior
2023,37545,Cycling Crew Szostak,Men's Junior
2023,34734,Cycling Development Foundation,Men's Junior
2023,38146,Cycling Odense,Men's Junior
2023,36235,Cycling Sheffield,Men's Junior
2023,37159,Cycling Team Dakwerken Stroobant,Men's Junior
2023,37190,Cycling Team Houtland-Westkust,Men's Junior
2023,37350,Cycling Team Limburg,Men's Junior
2023,38109,Cycling Team Rhein-Main Rödermark,Men's Junior
2023,34181,Cycling Team Valcavasia,Men's Junior
2023,37167,Cycling Vlandeeren,Men's Junior
2023,34801,Cyclingwolf,Men's Junior
2023,37200,Cyclisme Langueux Trégueux,Men's Junior
2023,38458,Cyclo Club,Men's Junior
2023,38513,Cyclo Club Bénédictins,Men's Junior
2023,40326,Cyclone CC,Men's Junior
2023,37416,Cyclopedia,Men's Junior
2023,38358,Cyclopedia Misuru,Men's Junior
2023,38708,Cykleklubben Fix Rødovre,Men's Junior
2023,38204,Cyklo Atom,Men's Junior
2023,38235,Cyklo Tym Havirov Team,Men's Junior
2023,35926,Cymot RT,Men's Junior
2023,33277,C´Chartres Cyclisme,Men's Junior
2023,38862,Daifukuya,Men's Junior
2023,38135,Dako Ziemejvidzeme,Men's Junior
2023,34641,Dan Morrissey-MIG.ie-Pactimo,Men's Junior
2023,37642,Dantas Bikes,Men's Junior
2023,37764,DAP CC,Men's Junior
2023,37493,Dartmouth CT,Men's Junior
2023,36797,DB Cycling Club,Men's Junior
2023,38267,DC Bank  Probaclac,Men's Junior
2023,36945,DC Velo Racing,Men's Junior
2023,39781,DCN Cycling,Men's Junior
2023,33577,DCR Cycling Team,Men's Junior
2023,36997,DDP Cycling Team,Men's Junior
2023,37206,De Martle's,Men's Junior
2023,38678,De Spartaan,Men's Junior
2023,33588,Decock-Van Eyck-Devos Capoen,Men's Junior
2023,35044,Decorabaños - AC Quetzaltenango,Men's Junior
2023,39400,Deeside Thistle CC,Men's Junior
2023,34944,Delhi,Men's Junior
2023,38356,Delhi Velo,Men's Junior
2023,39532,DENSO RACING,Men's Junior
2023,34434,Denver Disruptors,Men's Junior
2023,38573,Derby CC Webuycycle Huub RT,Men's Junior
2023,38315,Desan Domini,Men's Junior
2023,34616,Diberboll Deporte,Men's Junior
2023,34678,Dicafriem-Sanba Cycling,Men's Junior
2023,36308,Difaa Hassani Jadidi,Men's Junior
2023,38693,Dinamo,Men's Junior
2023,38224,Dinamo-BikeXpert-Superbet,Men's Junior
2023,32999,Dinan Sport Cycling,Men's Junior
2023,38442,Dirigo Cycling,Men's Junior
2023,37002,Distr.Cruz-Java-Trama,Men's Junior
2023,39332,Distrib.Cruz-Trama-Schalwe,Men's Junior
2023,34832,Distribuidora Rairos,Men's Junior
2023,36940,District Taco Racing,Men's Junior
2023,38507,Distripuma,Men's Junior
2023,37726,DK Bikeshop Racing Team,Men's Junior
2023,39464,DM Cycling,Men's Junior
2023,37290,DMMC C.C.,Men's Junior
2023,36651,DN Occitanie Cyclisme,Men's Junior
2023,39484,Doddington CC,Men's Junior
2023,36984,Doglocy-Inteja,Men's Junior
2023,34728,Doi Tuyen Cuoc Giang,Men's Junior
2023,38262,Dolan Ellesse RT,Men's Junior
2023,37557,Dolce Vita Cycling pb SL2,Men's Junior
2023,38215,Doltcini Pro,Men's Junior
2023,38506,Domore-Mercados Cash,Men's Junior
2023,39020,Donkey Label Racing,Men's Junior
2023,39401,Dooleys Cycles RT,Men's Junior
2023,37883,Dopagan Dong Thap,Men's Junior
2023,39247,Dordogne Sud Cyclisme,Men's Junior
2023,37130,Doshisha University,Men's Junior
2023,33275,Dovy Keukens - FCC,Men's Junior
2023,38441,Downeast Racing,Men's Junior
2023,39719,DR Congo National Team,Men's Junior
2023,37560,DR.J Cycling Team,Men's Junior
2023,34829,Dr.Ronan Veloza-Inv.Alexander,Men's Junior
2023,39289,Drammen CK,Men's Junior
2023,37347,DRC de Mol,Men's Junior
2023,40274,Dream Makers CC,Men's Junior
2023,38617,Dresdner SC 1898,Men's Junior
2023,38823,Drog.Envigado-AGM Consult,Men's Junior
2023,38821,Dromara CC,Men's Junior
2023,38520,Dromore CC,Men's Junior
2023,34978,Dubai Police Team,Men's Junior
2023,34655,Dublin Wheelers,Men's Junior
2023,37853,Dulwich Hill Cycling Club,Men's Junior
2023,38530,Dulwich Paragon CC,Men's Junior
2023,36798,Dungarvan CC,Men's Junior
2023,32987,Dunkerque Grand Littoral,Men's Junior
2023,36799,Dunloy CC,Men's Junior
2023,34717,Duroc Domesco Dong Thap,Men's Junior
2023,37169,Dutch Food Valley Cycling Team,Men's Junior
2023,37053,Dynamic Bike Locmine,Men's Junior
2023,37048,Dynamic Club Quédillac,Men's Junior
2023,39702,E.C.A.S.Pepino,Men's Junior
2023,34886,E.C.Ducossais,Men's Junior
2023,38489,E.C.Guarantingueta,Men's Junior
2023,36547,E.C.Juvenil Mission,Men's Junior
2023,34884,E.C.Lamentinoise,Men's Junior
2023,39709,E.C.Luanda,Men's Junior
2023,38567,E.C.Makadence-Primeau Velo,Men's Junior
2023,38454,E.C.Messorem,Men's Junior
2023,36646,E.C.Odena,Men's Junior
2023,37176,E.S.Vedra Group,Men's Junior
2023,36800,East Antrim CC,Men's Junior
2023,35047,EBSA-Indeportes Boyacá,Men's Junior
2023,34686,EC Aulnay Drancy 93,Men's Junior
2023,37235,EC Clermont-Ferrand,Men's Junior
2023,33033,EC Landerneau,Men's Junior
2023,33545,EC Quevilly,Men's Junior
2023,37064,EC Saint Vigorienne,Men's Junior
2023,32893,EC Saint-Etienne Loire,Men's Junior
2023,36737,EC Trélissac Coulounieix 24,Men's Junior
2023,36941,ECE-Ride 4 David,Men's Junior
2023,38969,Echapee Athoise ASBL,Men's Junior
2023,37163,Echappee Athoise ASBL,Men's Junior
2023,37933,Eco Cycle,Men's Junior
2023,38566,Ecomax-Velogare,Men's Junior
2023,36373,ECS Bel Abbes,Men's Junior
2023,37531,Ecum Masaya,Men's Junior
2023,37533,EDA S.A.,Men's Junior
2023,38759,Edmonton Road,Men's Junior
2023,32715,EFC - L&amp;R - Van Mossel,Men's Junior
2023,37400,Ehime University,Men's Junior
2023,34192,Eibar Txirrindulari Taldea,Men's Junior
2023,38165,Eiker CK,Men's Junior
2023,34141,Eiser-Hirumet,Men's Junior
2023,36515,Ejercito de Guatemala,Men's Junior
2023,34187,El Bicho-Pizzeria Española,Men's Junior
2023,36644,El grupo Youth Cycling,Men's Junior
2023,37166,EL319+,Men's Junior
2023,36648,ElBouni,Men's Junior
2023,36502,Elbowz Racing,Men's Junior
2023,38065,Eldorado Tohoku,Men's Junior
2023,38794,Elec.Ind.Hnos.Soriano,Men's Junior
2023,36915,Electro Alavesa - Zuia Ingenieri,Men's Junior
2023,36620,Elevate p/b Home Solution-Soenens,Men's Junior
2023,36936,Elite Cycling,Men's Junior
2023,36244,Elite Fondations Cycling Team,Men's Junior
2023,38312,Elite Novi Sad,Men's Junior
2023,38614,EliteCycling Dev.Team,Men's Junior
2023,38704,Ellesse RT,Men's Junior
2023,36606,Embark Spirit - BSS Rotor,Men's Junior
2023,38723,Emboscada CC,Men's Junior
2023,38795,EMP Joyeria MIs Amores,Men's Junior
2023,36580,Empyr Cycling,Men's Junior
2023,38700,Emyvale CC,Men's Junior
2023,34723,Encancon SLU,Men's Junior
2023,38360,Enerix CT,Men's Junior
2023,37938,eNShare Cycling Team,Men's Junior
