season,team_id,team_name,uci_division
2023,37182,Makafa,Men's Junior
2023,34906,Maltinti - Banca di Cambiano,Men's Junior
2023,34615,Mani Zabala,Men's Junior
2023,40472,Mani Zabala-Mun. Albardon,Men's Junior
2023,38735,Manteo Cycling,Men's Junior
2023,34679,Map Evolucion 360,Men's Junior
2023,40221,Maprin RR CT,Men's Junior
2023,38440,Mar de Plata,Men's Junior
2023,33692,Martigues SC-Payden &amp; Rygel,Men's Junior
2023,38466,MAS X SAURUS,Men's Junior
2023,37936,masahikomifune.com Cycling Team,Men's Junior
2023,40281,Masaka CC,Men's Junior
2023,37378,Masm-Bel,Men's Junior
2023,39269,Masm-Ned,Men's Junior
2023,38724,Massi Vivo-Conecta,Men's Junior
2023,34828,Master B-Arg,Men's Junior
2023,34826,Master B-Chile,Men's Junior
2023,38549,Master da Louriña,Men's Junior
2023,37174,Master Team,Men's Junior
2023,34841,Master-30,Men's Junior
2023,34840,Master-40,Men's Junior
2023,34843,Master-50,Men's Junior
2023,39321,Master-60,Men's Junior
2023,36233,Master-A-Chile,Men's Junior
2023,37162,Master-Bel,Men's Junior
2023,39561,Master-ITA,Men's Junior
2023,39769,Matanzas,Men's Junior
2023,37645,Mato Grosso Cyclingteam,Men's Junior
2023,38081,Matsumoto University,Men's Junior
2023,37916,Matsuyama Gakuin High School,Men's Junior
2023,38752,Mauricio Leao,Men's Junior
2023,34806,Mawidan,Men's Junior
2023,37920,MAX SPEED 97,Men's Junior
2023,36758,Maxel CT,Men's Junior
2023,36879,Mayabeque,Men's Junior
2023,32974,Mayenne-VandB-Monbana-Laval Cyclisme 53,Men's Junior
2023,38060,Maystorm,Men's Junior
2023,40300,MBK Crni VRH,Men's Junior
2023,35927,MBM . Racing Men,Men's Junior
2023,36806,McNally Swords CC,Men's Junior
2023,34193,Meblo Jogi Pro-Concrete,Men's Junior
2023,39035,Mecsu EC Teal,Men's Junior
2023,35931,Megabuild,Men's Junior
2023,37394,Meigi Vend,Men's Junior
2023,36761,Meiji University,Men's Junior
2023,37128,Meiji University of Integrative Medicine,Men's Junior
2023,36781,Meisei University,Men's Junior
2023,34823,Melbourne University,Men's Junior
2023,37776,Melsunger TG 1861,Men's Junior
2023,35045,Mercagrisa,Men's Junior
2023,38296,Mercedes Benz pb RF Foundations,Men's Junior
2023,38056,Merida Adelaar,Men's Junior
2023,38594,Mersin Gençlik,Men's Junior
2023,39404,Meta Bike Div.,Men's Junior
2023,36942,Meta Normal CC,Men's Junior
2023,38216,Metalac Quick Kraljevo,Men's Junior
2023,37558,Metaltej,Men's Junior
2023,36612,Meudon Pedal Heaven Le Col R,Men's Junior
2023,38383,MGM GROMA RACING TEAM,Men's Junior
2023,34895,Miami Blazers,Men's Junior
2023,34897,Miami Falcons,Men's Junior
2023,34435,Miami Nights,Men's Junior
2023,36623,Mid Devon CC,Men's Junior
2023,34821,Midland Cycle Club,Men's Junior
2023,38420,Midlands RT,Men's Junior
2023,36802,Mie University,Men's Junior
2023,37932,Milky Way Wakayama,Men's Junior
2023,37249,Miller School of Albemarle,Men's Junior
2023,36998,Milligan University,Men's Junior
2023,37042,Minami Osumi High School,Men's Junior
2023,34915,MiNERVA-asahi,Men's Junior
2023,33582,Mini Discar Cycling Team,Men's Junior
2023,38577,MINI.Lietuva CT,Men's Junior
2023,28629,Minsk Cycling Club,Men's Junior
2023,38242,Miskolci RCC,Men's Junior
2023,35099,Mister Biker-Gobik Team,Men's Junior
2023,36729,MISUZUKO TEST TEAM,Men's Junior
2023,34919,MIVRO,Men's Junior
2023,37866,MKB Bank CT,Men's Junior
2023,36725,mkw,Men's Junior
2023,37395,Moat Racing Lab,Men's Junior
2023,38173,Modum CK,Men's Junior
2023,36311,Moghreb Tetouani,Men's Junior
2023,37000,Mojyuma Area075,Men's Junior
2023,37373,Moka Rangers SC,Men's Junior
2023,40314,Moldova National Team,Men's Junior
2023,36850,Monda Vakantieparken-Ijsselstreek,Men's Junior
2023,38339,Monitos Bike,Men's Junior
2023,37052,Montoir Atlantique Cyclisme,Men's Junior
2023,37420,Moonglu CC,Men's Junior
2023,39311,MOPS,Men's Junior
2023,32991,Morbihan Fybolia GOA,Men's Junior
2023,33113,Morlaix Cyclisme Performance,Men's Junior
2023,34820,Mornington CC,Men's Junior
2023,38785,Moropule CC,Men's Junior
2023,38539,Morris Velo Sports,Men's Junior
2023,38181,Moscow Region,Men's Junior
2023,38783,Moshupa CC,Men's Junior
2023,39291,Mosjoen og Omegn CK,Men's Junior
2023,36451,Mosta AF Sing Studio CC,Men's Junior
2023,38676,Motion Finland,Men's Junior
2023,36366,Mouloudia Club Alger,Men's Junior
2023,38326,Mouloudia Club Oujda,Men's Junior
2023,34640,Moynalty CC,Men's Junior
2023,33060,Moyon Percy VC,Men's Junior
2023,36632,Mpumalanga,Men's Junior
2023,39357,Mr.Bike Club,Men's Junior
2023,38101,MRSC Ottenbach,Men's Junior
2023,38137,MSG,Men's Junior
2023,39419,MSK Ziar nad Hnorom,Men's Junior
2023,38689,MSMK Pezenskaya,Men's Junior
2023,38179,MSMK Pskov,Men's Junior
2023,38789,MSMK Team Velo Love,Men's Junior
2023,39444,MSMK Vologod,Men's Junior
2023,36510,MSU CT,Men's Junior
2023,38695,MSVK Minsk,Men's Junior
2023,38092,MTB Freiburg,Men's Junior
2023,38250,MTB-Aut,Men's Junior
2023,37783,MTB-Bel,Men's Junior
2023,38761,MTB-Can,Men's Junior
2023,38200,MTB-Cze,Men's Junior
2023,38147,MTB-Den,Men's Junior
2023,38956,MTB-Est,Men's Junior
2023,38597,MTB-Fin,Men's Junior
2023,38093,MTB-Germany,Men's Junior
2023,38243,MTB-Hun,Men's Junior
2023,38415,MTB-Irl,Men's Junior
2023,37784,MTB-Ita,Men's Junior
2023,38938,MTB-Latvia,Men's Junior
2023,38944,MTB-Lit,Men's Junior
2023,39390,MTB-Mex,Men's Junior
2023,38172,MTB-Norway,Men's Junior
2023,38232,MTB-Pol,Men's Junior
2023,38233,MTB-Pol,Men's Junior
2023,38525,MTB-Por,Men's Junior
2023,38222,MTB-Romania,Men's Junior
2023,38863,MTB-Rum,Men's Junior
2023,38229,MTB-Slove,Men's Junior
2023,38208,MTB-Svk,Men's Junior
2023,38160,MTB-Sweden,Men's Junior
2023,35080,MU Training - Pais Futuro,Men's Junior
2023,38995,Mu.Training-Vla Pais de Futuro,Men's Junior
2023,38327,Mugla Karya GSK,Men's Junior
2023,36103,Muhazi CG,Men's Junior
2023,38751,Mun.Guarantigueta,Men's Junior
2023,36512,Muni Frajanes-Llantera Alvarado,Men's Junior
2023,36541,Muni Pana Atilan,Men's Junior
2023,36679,Municip.Cordoba,Men's Junior
2023,37256,Municipalidad de Colon,Men's Junior
2023,36678,Municipalidad de Guaymallen,Men's Junior
2023,37714,Municipalidad de Junin,Men's Junior
2023,37255,Municipalidad de Lanús,Men's Junior
2023,36900,Municipalidad de Las Heras,Men's Junior
2023,36680,Municipalidad de San Carlos,Men's Junior
2023,36677,Municipalidad Godoy Cruz-Jam Rod,Men's Junior
2023,39465,Municp.Tinogasta,Men's Junior
2023,38414,Munster,Men's Junior
2023,37703,Muro Sportivo,Men's Junior
2023,34648,Murphy Geospacial-Kilcullen CC,Men's Junior
2023,36101,Musanze C.C.,Men's Junior
2023,37693,MVK Veles,Men's Junior
2023,40225,MyAloe,Men's Junior
2023,37771,Mölndals CK,Men's Junior
2023,38647,Naas C.C.,Men's Junior
2023,36367,Nadi Riadhi Dely Ibrahim,Men's Junior
2023,34807,Nahuelbike,Men's Junior
2023,34864,Nakagawa AS K'Design,Men's Junior
2023,38266,Nalsima Frend,Men's Junior
2023,36251,Namedsport Uptivo,Men's Junior
2023,36788,Nanzan University,Men's Junior
2023,37955,Nara Kita High School,Men's Junior
2023,36499,Nashville Local Cycling,Men's Junior
2023,36807,Navan RC,Men's Junior
2023,37287,Navy CT,Men's Junior
2023,34580,NCMG Criterion Racing,Men's Junior
2023,39712,NDC Bie,Men's Junior
2023,39202,Nenagh CC,Men's Junior
2023,38852,Nerebani,Men's Junior
2023,36973,NEST nagasaki,Men's Junior
2023,36796,Nesta-MMR CX Team,Men's Junior
2023,35270,Neuves Maisons Cyclisme,Men's Junior
2023,37618,Neverwasted,Men's Junior
2023,38608,New England Devo pb Cadence,Men's Junior
2023,37489,New Haven Angels,Men's Junior
2023,37485,Newbridge CC,Men's Junior
2023,36808,Newcastle West CC,Men's Junior
2023,34647,Newry Wheelers,Men's Junior
2023,37524,Next Level Racing Elite,Men's Junior
2023,36593,NGCA Elite pb Tyler Perry Studios,Men's Junior
2023,37879,Nhua Binh Minh,Men's Junior
2023,35100,Niezrzeszony,Men's Junior
2023,37126,NIFS in Kanoya,Men's Junior
2023,39048,Nifsisa,Men's Junior
2023,36766,Nihon University,Men's Junior
2023,36786,Niigata Agro-Food University,Men's Junior
2023,36785,Niigata University,Men's Junior
2023,38945,Nikeliuotas Spykis,Men's Junior
2023,38763,Nine2fivepro.com CT,Men's Junior
2023,36767,Nippon Sport Science University,Men's Junior
2023,38145,NN Sporta Clubs,Men's Junior
2023,39054,Norson,Men's Junior
2023,36809,North Down CC,Men's Junior
2023,34748,Norwood CC,Men's Junior
2023,36253,Nouakchott,Men's Junior
2023,38192,Novosibirsk Region,Men's Junior
2023,36106,Nyabihu CT,Men's Junior
2023,39431,Nyborg CK,Men's Junior
2023,38711,Næstved BC,Men's Junior
2023,38377,Nørrebro Cykleklub,Men's Junior
2023,39261,O Leary Stone Kanturk,Men's Junior
2023,36312,O.C.Khouribga,Men's Junior
2023,38797,Oaxaca Ela Guidi,Men's Junior
2023,36465,Obidos Cycling Team,Men's Junior
2023,38014,Obihiro Minami Commercial High School,Men's Junior
2023,37362,Objectif VTT Lillebonne,Men's Junior
2023,33699,OBOR-BIKE AID Cycling Team,Men's Junior
2023,34924,Obrabitat-+Qpedals,Men's Junior
2023,36440,OC Val d'Oise,Men's Junior
2023,35623,OCC Antibes Alpes-Maritimes,Men's Junior
2023,32990,Océane Top 16,Men's Junior
2023,32989,OCF Team Legend Wheels,Men's Junior
2023,37164,ODB,Men's Junior
2023,38286,ODD Collectif,Men's Junior
2023,37111,OFN Ionias,Men's Junior
2023,37041,Ogi High School,Men's Junior
2023,36508,OKC Velo,Men's Junior
2023,38968,Olimp Razlow,Men's Junior
2023,34976,Olimpia de Melo,Men's Junior
2023,39234,Olimpiyskye Nadezhny,Men's Junior
2023,36369,Olympic Maditar Baraki,Men's Junior
2023,40303,Oman National Team,Men's Junior
2023,36497,Omnia Racing,Men's Junior
2023,36935,Omonoia,Men's Junior
2023,38185,Omsk Region,Men's Junior
2023,37077,Onec Team,Men's Junior
2023,36978,onekanzoku,Men's Junior
2023,40241,Onya Bike 1.5 M,Men's Junior
2023,34579,ONYVA Racing,Men's Junior
2023,37711,Open Collective,Men's Junior
2023,36093,Opticas Zeus CN,Men's Junior
2023,38781,Orapa CC,Men's Junior
2023,36921,Orbaorotava,Men's Junior
2023,37826,ORCA Cycling Team,Men's Junior
2023,38710,Ordrup CK,Men's Junior
2023,36264,Orgullo Paisa,Men's Junior
2023,34963,Orissa,Men's Junior
2023,38687,Orlov Region,Men's Junior
2023,36621,Orwell Velo,Men's Junior
2023,34619,Orwell Wheelers CC,Men's Junior
2023,38184,Oryol Region,Men's Junior
2023,38657,Osaka Institute of Technology,Men's Junior
2023,37813,Osaka Keizai University,Men's Junior
2023,39738,Osaka Medical and Pharmaceutical University,Men's Junior
2023,36791,Osaka Sangyo University,Men's Junior
2023,36790,Osaka University,Men's Junior
2023,40323,OSSA Janition CT,Men's Junior
2023,37733,Ostra-Multicraft Celadna,Men's Junior
2023,38253,Otley CC,Men's Junior
2023,38276,Ottawa BC,Men's Junior
2023,38305,Otterhaus-K&amp;F-Construction,Men's Junior
2023,37979,Oulu Triathlon &amp; Cycling,Men's Junior
2023,36970,OUTDOORLIFE Racing,Men's Junior
2023,37393,Over Rage Racing Team,Men's Junior
2023,33794,Overall Tre Colli Cycling Team,Men's Junior
2023,36852,OWC &amp; AWV de Zwaluwen,Men's Junior
2023,34153,Oxford Edge Cycling Team,Men's Junior
2023,38683,Oxford Univ.CC,Men's Junior
2023,38460,Oyama Starplex,Men's Junior
2023,36825,P.C.Antoni Gelabert,Men's Junior
2023,36483,P.C.Ciutadella,Men's Junior
2023,39297,P.C.Guadiana,Men's Junior
2023,34871,P.C.Sueca,Men's Junior
2023,37105,P.O.Patron,Men's Junior
2023,38083,P.S.Kronos,Men's Junior
2023,38806,P.S.Pandion Karditsas,Men's Junior
2023,36622,Paceline RT,Men's Junior
2023,38214,Palash CSC,Men's Junior
2023,37403,Palatium TOKYO,Men's Junior
2023,37705,Panama Metro Cycling,Men's Junior
2023,34862,Panasonic Racing,Men's Junior
2023,37109,Panathinaikos A.O,Men's Junior
2023,36810,Panduit Carrick Wheelers CC,Men's Junior
2023,37112,PAOK,Men's Junior
2023,38769,Paquera Riders,Men's Junior
2023,36963,PARABOLA Iwai Seagull,Men's Junior
2023,37389,Paragon C.C.,Men's Junior
2023,37757,Paraguay Cycles Club,Men's Junior
2023,36249,Paris Cycling,Men's Junior
2023,32789,Paris Cycliste Olympique,Men's Junior
2023,40409,Parisis AC 95,Men's Junior
2023,38143,Parnu Kalevi Spordikool,Men's Junior
2023,38218,Partizan-Beograd,Men's Junior
2023,38803,PAS Ioaninnon,Men's Junior
2023,34875,Pasarela Lucciola,Men's Junior
2023,36703,Pasarela Lucciola,Men's Junior
2023,36097,Patagonia Austral,Men's Junior
2023,33431,Pauwels Sauzen - Bingoal,Men's Junior
2023,35743,Paysandu Ciclismo,Men's Junior
2023,39342,PC Baix Ebre,Men's Junior
2023,36846,Pdrm-g,Men's Junior
2023,37351,Peak CC,Men's Junior
2023,37954,Pedal,Men's Junior
2023,34888,Pédale d'Or Josephine,Men's Junior
2023,34182,Pedale Scaligero,Men's Junior
2023,36756,Pedalli Bike Store-Sequeira,Men's Junior
2023,39801,Pedregal-7C Economy,Men's Junior
2023,39223,Pegasus Cycling,Men's Junior
2023,34833,Pegasus La Guaira,Men's Junior
2023,36504,Pegasus Racing,Men's Junior
2023,37792,Pelotao AGI CT,Men's Junior
2023,38138,Peloton,Men's Junior
2023,38760,Peloton Racing Momentum,Men's Junior
2023,36398,Peñarol de Colonia,Men's Junior
2023,36831,Peñarol de Maldonado,Men's Junior
2023,36747,Peninsula Velo CC,Men's Junior
2023,36195,Performance BRT,Men's Junior
2023,37643,Performance Dantas Team,Men's Junior
2023,37108,Pesa Asteras Zografou,Men's Junior
2023,38805,PGS Larisas,Men's Junior
2023,37113,PGS Larissa,Men's Junior
2023,37812,Phantom Shonan,Men's Junior
2023,33079,Philippe Wagner Cycling,Men's Junior
2023,37191,Philsor Bikes Cycling Team,Men's Junior
2023,34633,Phoenix CC,Men's Junior
2023,38825,Pierre Baguette,Men's Junior
2023,37013,Pinar del Rio,Men's Junior
2023,38859,Pine Hills '90,Men's Junior
2023,36514,Pinturas Celco,Men's Junior
2023,34680,Pinturas Rossmar,Men's Junior
2023,34900,Pioneer MortGage Fundin,Men's Junior
2023,34370,Pista Corsa Development,Men's Junior
2023,33290,Plouay Cycling Team,Men's Junior
2023,36096,Plus Performance,Men's Junior
2023,37106,POCH Talos,Men's Junior
2023,33695,Polisportiva Tripetetolo,Men's Junior
2023,40222,Pollito Rico,Men's Junior
2023,38677,Porin Tarmo,Men's Junior
2023,34351,Porminho Team U23,Men's Junior
2023,38009,Porto Sant'Elpidio,Men's Junior
2023,36463,Portos Windmob,Men's Junior
2023,38934,Porvoon Akilles,Men's Junior
2023,34657,Powerhouse Sport,Men's Junior
2023,40237,Powernet,Men's Junior
2023,36635,PPP Development Team,Men's Junior
2023,38811,Precise Performance,Men's Junior
2023,36507,Premier Racing Texas,Men's Junior
2023,38268,Premier Tech-Endo Levis,Men's Junior
2023,36584,Primal-Audi Denver Elite,Men's Junior
2023,36609,Primera-TeamJobs,Men's Junior
2023,37527,Priza,Men's Junior
2023,38316,Pro Cycling AONE,Men's Junior
2023,37152,Probikes El Progreso,Men's Junior
2023,37734,PROefekt Team,Men's Junior
2023,37392,ProGit Cycling Team,Men's Junior
2023,36570,Project 149 Dev.CT,Men's Junior
2023,36624,Project 51,Men's Junior
2023,39386,Project-One4nine,Men's Junior
2023,38303,Project412-Kinded Cycles,Men's Junior
2023,39392,Promo,Men's Junior
2023,37824,Promotion x Athletes CYCLING,Men's Junior
2023,38258,Pronto Bikes,Men's Junior
2023,37107,Proodos Rafinas,Men's Junior
2023,36255,Proton Cycling Academy,Men's Junior
2023,40371,PRSSG,Men's Junior
2023,38839,PRT Koseki,Men's Junior
2023,38758,PRW AB,Men's Junior
2023,38321,PSKK Vassil-Levski,Men's Junior
2023,38557,PSL Cycling Club,Men's Junior
2023,38088,PSV Rostock,Men's Junior
2023,34933,Punjab,Men's Junior
2023,36867,Pupkewitz Megabuild,Men's Junior
2023,33581,PXL Carpets-Quality Renovatie PWRD by MBO,Men's Junior
2023,38293,QCW PB Cadence Cycling,Men's Junior
2023,38585,Qromia,Men's Junior
2023,36653,Quality Foods Southland,Men's Junior
2023,37881,Quan Doi,Men's Junior
2023,37882,Quan Khu 7,Men's Junior
2023,38094,R.Campus Bonn,Men's Junior
2023,37589,R.V.Blitz Spich,Men's Junior
2023,40317,Rabdan Cycling Team,Men's Junior
2023,38263,Racing CUBE,Men's Junior
2023,37544,Racing Students BL-Team,Men's Junior
2023,38528,RackUltra,Men's Junior
2023,37597,Rad Team Dann,Men's Junior
2023,37781,Rad Union 1913 Wangen i. A. e.V.,Men's Junior
2023,37586,Radclub Bremen,Men's Junior
2023,37598,Radsport Team Lutz,Men's Junior
2023,38090,Radsport Team Lübeck,Men's Junior
2023,37735,Rafkarna Idea Cycling Team,Men's Junior
2023,34937,Rajasthan,Men's Junior
2023,37708,Rali Store,Men's Junior
2023,37751,Rali Yajois Herrera,Men's Junior
2023,37699,Rali-Giant,Men's Junior
2023,38153,Randers Cykleklub af 1910,Men's Junior
2023,34785,Randwick Botany CC,Men's Junior
2023,39432,Rapha CCA,Men's Junior
2023,36721,Rapha Cycling Club,Men's Junior
2023,35055,Rasen Sports,Men's Junior
2023,34581,Rauland Cycling Team,Men's Junior
2023,39100,Rayon d´Argent,Men's Junior
2023,34839,Razza Cycling,Men's Junior
2023,33284,RB Zelfbouw UCT,Men's Junior
2023,38334,RC 1886 Villingen,Men's Junior
2023,37596,RC Die Schwalben München,Men's Junior
2023,38107,RC Herpersdorf,Men's Junior
2023,36619,RC Ravenna,Men's Junior
2023,37348,RC Staubwolke Quadrath 74,Men's Junior
2023,37181,RCK,Men's Junior
2023,38193,RCOP Belarus,Men's Junior
2023,37414,RDX,Men's Junior
2023,38674,Reaktor Stanga Racing,Men's Junior
2023,36707,Real Esteli,Men's Junior
2023,38949,Realbean.eu,Men's Junior
2023,38447,RealDeal Racing,Men's Junior
2023,36555,Red Hook,Men's Junior
2023,37058,Redon OC,Men's Junior
2023,36752,Reflex Racing,Men's Junior
2023,37624,Regio Team Noord Holland,Men's Junior
2023,38971,Regio Zuid-Limbourg,Men's Junior
2023,38347,Regioteam Oost,Men's Junior
2023,38346,Regioteam Zuid-Nederland,Men's Junior
2023,38142,Rein Taaramäe Rattaklubi,Men's Junior
2023,34911,Retelec-Team Cycling Galicia,Men's Junior
2023,39292,Retro Skansen CK,Men's Junior
2023,34834,Revivir-Produgar Caracas,Men's Junior
2023,37352,Reynaerts - VDM Cycling Team,Men's Junior
2023,37587,RG Hamburg,Men's Junior
2023,37540,RG Rhein-Erft,Men's Junior
2023,38103,RG Uni Hamburg,Men's Junior
2023,37536,Ribble Collective,Men's Junior
2023,36448,Ribble rechrg Race Team,Men's Junior
2023,38439,Ribeiro Bike Team,Men's Junior
2023,37566,Ribino Alpine Resort Bled,Men's Junior
2023,36237,Richardsons Trek DAS,Men's Junior
2023,36193,Ride Bikes Bro ECT,Men's Junior
2023,36239,Ride Rev.Coaching,Men's Junior
2023,38272,Ride with Rendall pb Blemme,Men's Junior
2023,39382,Rider Store,Men's Junior
2023,36782,Rikkyo University,Men's Junior
2023,37418,Ringerike SK,Men's Junior
2023,40355,Risaralda Casta de Campeones,Men's Junior
2023,36770,Ritsumeikan University,Men's Junior
2023,38547,Rivers State,Men's Junior
2023,35824,RK Endspurt Cottbus,Men's Junior
2023,38104,RMV Concordia Strullendorf,Men's Junior
2023,38940,Roadex,Men's Junior
2023,38699,Roadman CC,Men's Junior
2023,37667,Rocca Bike Shop,Men's Junior
2023,38287,Rocket Factory,Men's Junior
2023,38304,Rockets CT,Men's Junior
2023,39244,Rockland Cycling Velo,Men's Junior
2023,37258,Rodados Tito-Bragado,Men's Junior
2023,37307,Rodilios,Men's Junior
2023,38732,Roeqiugvm,Men's Junior
2023,36238,ROKiT-SRCT,Men's Junior
2023,40462,Roli Difocal,Men's Junior
2023,38552,Rolinck Racing Steinfurt-Munster,Men's Junior
2023,36833,Rolling Shattaz-BZ Boys,Men's Junior
2023,36722,Roppongi Express,Men's Junior
2023,38318,Roprint Racing,Men's Junior
2023,38256,Rose Race Team,Men's Junior
2023,38680,Rossendale RC,Men's Junior
2023,35615,Rostese Squadra Corse,Men's Junior
2023,38686,Rostov Region,Men's Junior
2023,38586,Rotacija Spin Zenica,Men's Junior
2023,38301,Rothman Institute,Men's Junior
2023,36655,Rotorua Racing Team,Men's Junior
2023,38106,Rottwheeler Dogs,Men's Junior
2023,36447,Royal Air Force CA,Men's Junior
2023,36425,Royal Bikes,Men's Junior
2023,37204,Royal Cureghem Sportief VZW,Men's Junior
2023,38571,Royal Navy &amp; Royal Marines,Men's Junior
2023,38096,RR Neckar,Men's Junior
2023,37590,RRG Osnabruck,Men's Junior
2023,38133,RRS Dcirciems,Men's Junior
2023,37621,RS-Bikes Racing Team Pulderbos,Men's Junior
2023,37593,RSC Hildesheim,Men's Junior
2023,37454,RSC Kempten,Men's Junior
2023,38602,RSC Nievenheim,Men's Junior
2023,38808,RSG Hannover,Men's Junior
2023,38099,RSK Postdam,Men's Junior
2023,34935,RSPB,Men's Junior
2023,38998,RSV !885-!991 Marburg,Men's Junior
2023,38364,RSV 1895 Passau,Men's Junior
2023,38363,RSV Chemnitz,Men's Junior
2023,37594,RSV Duren,Men's Junior
2023,38600,RSV Geseke,Men's Junior
2023,36918,RSV Gütersloh 1931,Men's Junior
2023,38599,RSV Münster,Men's Junior
2023,38091,RSV Sonthofen,Men's Junior
2023,39264,RSV Speiche,Men's Junior
2023,37595,RSV Sturmvogel Wattenscheid,Men's Junior
2023,37211,RSV Stuttgart,Men's Junior
2023,38335,RSV Tailfingen,Men's Junior
2023,37218,RTC Buitenlust,Men's Junior
2023,39217,RTV de Zwaluwen,Men's Junior
2023,39215,RTV Oldenzaalse Wielerclub,Men's Junior
2023,36550,Rudy Cycling,Men's Junior
2023,37006,Rugati-Belpower,Men's Junior
2023,38734,Rundle Mountain,Men's Junior
2023,34369,RushVelo Ridley,Men's Junior
2023,34811,Ruteros La Union,Men's Junior
2023,38178,RV Adler Lüttrinhauser,Men's Junior
2023,37767,RV Komet Delia og Köln,Men's Junior
2023,38105,RV Pfeil Magstad,Men's Junior
2023,39724,RV Racing Team,Men's Junior
2023,38100,RV Weingarten 1894,Men's Junior
2023,39211,RWC Ahoy,Men's Junior
2023,38543,Ryska Posten RT,Men's Junior
2023,36789,Ryukoku University,Men's Junior
2023,37946,S'fida Prego Racing,Men's Junior
2023,37559,S.C. Bilbaina,Men's Junior
2023,39726,S.C.Cabinda,Men's Junior
2023,38195,S.C.Ilerdense,Men's Junior
2023,36823,S.C.Karrantza,Men's Junior
2023,34118,S.C.Valle Seriana-Cene,Men's Junior
2023,37241,S.S.D. Sancascianese Ciclismo,Men's Junior
2023,36571,S2C-Bosch Primal,Men's Junior
2023,36434,Sablé Sarthe Cyclisme,Men's Junior
2023,33435,Sables Vendée Cyclisme-Cube,Men's Junior
2023,36361,SAF Zeisseng,Men's Junior
2023,36088,Safut,Men's Junior
2023,37043,Saga Ryukoku High School,Men's Junior
2023,36967,Saifa Athlete Club Okayama,Men's Junior
2023,36728,Saitama Cycle Project,Men's Junior
2023,36775,Saitama University,Men's Junior
2023,35260,Sakarya BB Pro Team,Men's Junior
2023,36771,Sakushin Gakuin Univerisity,Men's Junior
2023,37731,Salchi-Matrix Fitnes,Men's Junior
2023,34699,Salta La Linda,Men's Junior
2023,36837,Salvador Bejarano,Men's Junior
2023,35017,Samarkand Professional Cycling Team,Men's Junior
2023,34201,San Antonio de Florida,Men's Junior
2023,36985,San Cristobal,Men's Junior
2023,38793,San Diego C,Men's Junior
2023,36988,San Francisco de Macoris,Men's Junior
2023,36749,San Jose BC,Men's Junior
2023,40467,San Lorenzo-Tarija,Men's Junior
2023,36552,San Lucas Sacatepez,Men's Junior
2023,39055,San Pedro Ñantrejo,Men's Junior
2023,37619,Sandnes SK,Men's Junior
2023,38182,Sankt Petersburg,Men's Junior
2023,36432,Sanliurfa Gençlik Spor,Men's Junior
2023,40308,Santa Cruz,Men's Junior
2023,36348,Santa Margalida,Men's Junior
2023,36471,Santa Maria da Feira-Segmento d´Epoca,Men's Junior
2023,36599,Santiago de Cuba,Men's Junior
2023,36981,Santiago-Asocisa,Men's Junior
2023,37405,Sao Caetano do Sul,Men's Junior
2023,38490,São José Ciclismo-Instituto Athlon,Men's Junior
2023,37404,Sao Jose dos Campos,Men's Junior
2023,39722,Sao Tome &amp; Principe Team,Men's Junior
2023,38690,Saratov Region,Men's Junior
2023,34702,SAT team,Men's Junior
2023,37044,SBC Vertex Racing Team,Men's Junior
2023,38629,SC DHfK Leipzig,Men's Junior
2023,38007,SC Malestroit,Men's Junior
2023,39417,SC Topolcany,Men's Junior
2023,35617,SCAA Riudoms,Men's Junior
2023,37359,SCO Cyclisme Angers,Men's Junior
2023,32905,SCO Dijon-Team Material-velo.com,Men's Junior
2023,38719,Scody Racing p/b Balmoral Cycling Club,Men's Junior
2023,39425,SCOM - Taishantiyu,Men's Junior
2023,36759,Secel Jaragua do Sul,Men's Junior
2023,36974,Selection Minami Kyushu,Men's Junior
2023,34750,Sensa- Kanjers voor Kanjers CT,Men's Junior
2023,40354,Sentry-Boatyard,Men's Junior
2023,37828,Seo Racing,Men's Junior
2023,37248,Ser'velo Team,Men's Junior
2023,37245,Serious Cycling,Men's Junior
2023,37755,Servelo Team U19,Men's Junior
2023,39741,Servylimp-C.C.Iberia,Men's Junior
2023,39233,Sestroretsk,Men's Junior
2023,34624,Seven Springs CC,Men's Junior
2023,40343,Sevenbikers Peru,Men's Junior
2023,37585,SG Athletico Büdelsdorf,Men's Junior
2023,34977,Shabab Al Ahli Cycling Team,Men's Junior
2023,34698,Shania Competición,Men's Junior
2023,40245,Share the Road,Men's Junior
2023,37941,Shark Island,Men's Junior
2023,38314,Sharks Cycle,Men's Junior
2023,36811,Shelbourne Motors-Orchard CC,Men's Junior
2023,38254,Shibden CC,Men's Junior
2023,33572,Shifting Gears,Men's Junior
2023,34860,Shimano Drinking,Men's Junior
2023,38011,Shinsei Shoyo High School,Men's Junior
2023,36768,Shinshu University,Men's Junior
2023,38279,Shonan Institute of Technology HS,Men's Junior
2023,38059,Shukutoku Sugamo High School,Men's Junior
2023,38285,Siboire CCS,Men's Junior
2023,37543,Siena Garden Racing,Men's Junior
2023,37425,Sigma Sports-Cannondale RT,Men's Junior
2023,38265,Simone,Men's Junior
2023,35925,Simonis Storm Powered by Hollard,Men's Junior
2023,38726,Sirma IL Sykkel,Men's Junior
2023,39025,SK Rye Sykkel,Men's Junior
2023,38206,SK Zeleziarne Pdbrezova,Men's Junior
2023,38943,Skanste-Virsi,Men's Junior
2023,37980,SKB Racing,Men's Junior
