season,first_cycling_race_id,stage_number,distance,stage_profile_category,route
2023,677,1,182,Smaakupert,Bilbao- Bilbao
2023,677,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,677,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,677,4,181.8,Flatt,Dax-Nogaro
2023,677,5,162.7,Fjell,Pau-Laruns
2023,677,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,677,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,677,8,200.7,Smaakupert,Liburne-Limoges
2023,677,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,677,10,167.2,Smaakupert,Vulcania-Issoire
2023,677,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,677,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,677,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,677,14,150.4,Fjell,Annemasse-Morzine
2023,677,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,677,16,22.4,Tempo,Passy-Combloux
2023,677,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,677,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,677,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,677,20,133.5,Fjell,Belfort-Le Markstein
2023,677,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,456,1,182,Smaakupert,Bilbao- Bilbao
2023,456,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,456,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,456,4,181.8,Flatt,Dax-Nogaro
2023,456,5,162.7,Fjell,Pau-Laruns
2023,456,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,456,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,456,8,200.7,Smaakupert,Liburne-Limoges
2023,456,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,456,10,167.2,Smaakupert,Vulcania-Issoire
2023,456,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,456,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,456,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,456,14,150.4,Fjell,Annemasse-Morzine
2023,456,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,456,16,22.4,Tempo,Passy-Combloux
2023,456,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,456,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,456,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,456,20,133.5,Fjell,Belfort-Le Markstein
2023,456,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,454,1,182,Smaakupert,Bilbao- Bilbao
2023,454,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,454,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,454,4,181.8,Flatt,Dax-Nogaro
2023,454,5,162.7,Fjell,Pau-Laruns
2023,454,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,454,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,454,8,200.7,Smaakupert,Liburne-Limoges
2023,454,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,454,10,167.2,Smaakupert,Vulcania-Issoire
2023,454,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,454,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,454,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,454,14,150.4,Fjell,Annemasse-Morzine
2023,454,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,454,16,22.4,Tempo,Passy-Combloux
2023,454,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,454,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,454,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,454,20,133.5,Fjell,Belfort-Le Markstein
2023,454,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,1,1,182,Smaakupert,Bilbao- Bilbao
2023,1,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,1,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,1,4,181.8,Flatt,Dax-Nogaro
2023,1,5,162.7,Fjell,Pau-Laruns
2023,1,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,1,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,1,8,200.7,Smaakupert,Liburne-Limoges
2023,1,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,1,10,167.2,Smaakupert,Vulcania-Issoire
2023,1,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,1,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,1,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,1,14,150.4,Fjell,Annemasse-Morzine
2023,1,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,1,16,22.4,Tempo,Passy-Combloux
2023,1,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,1,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,1,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,1,20,133.5,Fjell,Belfort-Le Markstein
2023,1,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,5247,1,182,Smaakupert,Bilbao- Bilbao
2023,5247,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,5247,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,5247,4,181.8,Flatt,Dax-Nogaro
2023,5247,5,162.7,Fjell,Pau-Laruns
2023,5247,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,5247,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,5247,8,200.7,Smaakupert,Liburne-Limoges
2023,5247,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,5247,10,167.2,Smaakupert,Vulcania-Issoire
2023,5247,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,5247,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,5247,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,5247,14,150.4,Fjell,Annemasse-Morzine
2023,5247,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,5247,16,22.4,Tempo,Passy-Combloux
2023,5247,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,5247,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,5247,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,5247,20,133.5,Fjell,Belfort-Le Markstein
2023,5247,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,117,1,182,Smaakupert,Bilbao- Bilbao
2023,117,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,117,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,117,4,181.8,Flatt,Dax-Nogaro
2023,117,5,162.7,Fjell,Pau-Laruns
2023,117,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,117,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,117,8,200.7,Smaakupert,Liburne-Limoges
2023,117,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,117,10,167.2,Smaakupert,Vulcania-Issoire
2023,117,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,117,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,117,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,117,14,150.4,Fjell,Annemasse-Morzine
2023,117,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,117,16,22.4,Tempo,Passy-Combloux
2023,117,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,117,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,117,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,117,20,133.5,Fjell,Belfort-Le Markstein
2023,117,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,460,1,182,Smaakupert,Bilbao- Bilbao
2023,460,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,460,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,460,4,181.8,Flatt,Dax-Nogaro
2023,460,5,162.7,Fjell,Pau-Laruns
2023,460,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,460,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,460,8,200.7,Smaakupert,Liburne-Limoges
2023,460,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,460,10,167.2,Smaakupert,Vulcania-Issoire
2023,460,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,460,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,460,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,460,14,150.4,Fjell,Annemasse-Morzine
2023,460,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,460,16,22.4,Tempo,Passy-Combloux
2023,460,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,460,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,460,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,460,20,133.5,Fjell,Belfort-Le Markstein
2023,460,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,868,1,182,Smaakupert,Bilbao- Bilbao
2023,868,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,868,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,868,4,181.8,Flatt,Dax-Nogaro
2023,868,5,162.7,Fjell,Pau-Laruns
2023,868,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,868,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,868,8,200.7,Smaakupert,Liburne-Limoges
2023,868,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,868,10,167.2,Smaakupert,Vulcania-Issoire
2023,868,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,868,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,868,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,868,14,150.4,Fjell,Annemasse-Morzine
2023,868,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,868,16,22.4,Tempo,Passy-Combloux
2023,868,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,868,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,868,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,868,20,133.5,Fjell,Belfort-Le Markstein
2023,868,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,11406,1,182,Smaakupert,Bilbao- Bilbao
2023,11406,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,11406,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,11406,4,181.8,Flatt,Dax-Nogaro
2023,11406,5,162.7,Fjell,Pau-Laruns
2023,11406,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,11406,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,11406,8,200.7,Smaakupert,Liburne-Limoges
2023,11406,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,11406,10,167.2,Smaakupert,Vulcania-Issoire
2023,11406,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,11406,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,11406,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,11406,14,150.4,Fjell,Annemasse-Morzine
2023,11406,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,11406,16,22.4,Tempo,Passy-Combloux
2023,11406,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,11406,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,11406,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,11406,20,133.5,Fjell,Belfort-Le Markstein
2023,11406,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,13738,1,182,Smaakupert,Bilbao- Bilbao
2023,13738,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,13738,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,13738,4,181.8,Flatt,Dax-Nogaro
2023,13738,5,162.7,Fjell,Pau-Laruns
2023,13738,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,13738,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,13738,8,200.7,Smaakupert,Liburne-Limoges
2023,13738,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,13738,10,167.2,Smaakupert,Vulcania-Issoire
2023,13738,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,13738,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,13738,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,13738,14,150.4,Fjell,Annemasse-Morzine
2023,13738,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,13738,16,22.4,Tempo,Passy-Combloux
2023,13738,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,13738,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,13738,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,13738,20,133.5,Fjell,Belfort-Le Markstein
2023,13738,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,319,1,182,Smaakupert,Bilbao- Bilbao
2023,319,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,319,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,319,4,181.8,Flatt,Dax-Nogaro
2023,319,5,162.7,Fjell,Pau-Laruns
2023,319,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,319,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,319,8,200.7,Smaakupert,Liburne-Limoges
2023,319,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,319,10,167.2,Smaakupert,Vulcania-Issoire
2023,319,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,319,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,319,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,319,14,150.4,Fjell,Annemasse-Morzine
2023,319,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,319,16,22.4,Tempo,Passy-Combloux
2023,319,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,319,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,319,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,319,20,133.5,Fjell,Belfort-Le Markstein
2023,319,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,106,1,182,Smaakupert,Bilbao- Bilbao
2023,106,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,106,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,106,4,181.8,Flatt,Dax-Nogaro
2023,106,5,162.7,Fjell,Pau-Laruns
2023,106,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,106,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,106,8,200.7,Smaakupert,Liburne-Limoges
2023,106,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,106,10,167.2,Smaakupert,Vulcania-Issoire
2023,106,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,106,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,106,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,106,14,150.4,Fjell,Annemasse-Morzine
2023,106,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,106,16,22.4,Tempo,Passy-Combloux
2023,106,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,106,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,106,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,106,20,133.5,Fjell,Belfort-Le Markstein
2023,106,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,57,1,182,Smaakupert,Bilbao- Bilbao
2023,57,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,57,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,57,4,181.8,Flatt,Dax-Nogaro
2023,57,5,162.7,Fjell,Pau-Laruns
2023,57,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,57,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,57,8,200.7,Smaakupert,Liburne-Limoges
2023,57,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,57,10,167.2,Smaakupert,Vulcania-Issoire
2023,57,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,57,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,57,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,57,14,150.4,Fjell,Annemasse-Morzine
2023,57,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,57,16,22.4,Tempo,Passy-Combloux
2023,57,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,57,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,57,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,57,20,133.5,Fjell,Belfort-Le Markstein
2023,57,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,110,1,182,Smaakupert,Bilbao- Bilbao
2023,110,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,110,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,110,4,181.8,Flatt,Dax-Nogaro
2023,110,5,162.7,Fjell,Pau-Laruns
2023,110,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,110,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,110,8,200.7,Smaakupert,Liburne-Limoges
2023,110,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,110,10,167.2,Smaakupert,Vulcania-Issoire
2023,110,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,110,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,110,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,110,14,150.4,Fjell,Annemasse-Morzine
2023,110,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,110,16,22.4,Tempo,Passy-Combloux
2023,110,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,110,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,110,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,110,20,133.5,Fjell,Belfort-Le Markstein
2023,110,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,107,1,182,Smaakupert,Bilbao- Bilbao
2023,107,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,107,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,107,4,181.8,Flatt,Dax-Nogaro
2023,107,5,162.7,Fjell,Pau-Laruns
2023,107,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,107,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,107,8,200.7,Smaakupert,Liburne-Limoges
2023,107,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,107,10,167.2,Smaakupert,Vulcania-Issoire
2023,107,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,107,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,107,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,107,14,150.4,Fjell,Annemasse-Morzine
2023,107,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,107,16,22.4,Tempo,Passy-Combloux
2023,107,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,107,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,107,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,107,20,133.5,Fjell,Belfort-Le Markstein
2023,107,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,111,1,182,Smaakupert,Bilbao- Bilbao
2023,111,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,111,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,111,4,181.8,Flatt,Dax-Nogaro
2023,111,5,162.7,Fjell,Pau-Laruns
2023,111,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,111,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,111,8,200.7,Smaakupert,Liburne-Limoges
2023,111,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,111,10,167.2,Smaakupert,Vulcania-Issoire
2023,111,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,111,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,111,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,111,14,150.4,Fjell,Annemasse-Morzine
2023,111,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,111,16,22.4,Tempo,Passy-Combloux
2023,111,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,111,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,111,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,111,20,133.5,Fjell,Belfort-Le Markstein
2023,111,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,450,1,182,Smaakupert,Bilbao- Bilbao
2023,450,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,450,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,450,4,181.8,Flatt,Dax-Nogaro
2023,450,5,162.7,Fjell,Pau-Laruns
2023,450,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,450,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,450,8,200.7,Smaakupert,Liburne-Limoges
2023,450,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,450,10,167.2,Smaakupert,Vulcania-Issoire
2023,450,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,450,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,450,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,450,14,150.4,Fjell,Annemasse-Morzine
2023,450,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,450,16,22.4,Tempo,Passy-Combloux
2023,450,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,450,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,450,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,450,20,133.5,Fjell,Belfort-Le Markstein
2023,450,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,9800,1,182,Smaakupert,Bilbao- Bilbao
2023,9800,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,9800,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,9800,4,181.8,Flatt,Dax-Nogaro
2023,9800,5,162.7,Fjell,Pau-Laruns
2023,9800,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,9800,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,9800,8,200.7,Smaakupert,Liburne-Limoges
2023,9800,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,9800,10,167.2,Smaakupert,Vulcania-Issoire
2023,9800,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,9800,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,9800,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,9800,14,150.4,Fjell,Annemasse-Morzine
2023,9800,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,9800,16,22.4,Tempo,Passy-Combloux
2023,9800,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,9800,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,9800,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,9800,20,133.5,Fjell,Belfort-Le Markstein
2023,9800,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,16526,1,182,Smaakupert,Bilbao- Bilbao
2023,16526,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,16526,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,16526,4,181.8,Flatt,Dax-Nogaro
2023,16526,5,162.7,Fjell,Pau-Laruns
2023,16526,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,16526,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,16526,8,200.7,Smaakupert,Liburne-Limoges
2023,16526,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,16526,10,167.2,Smaakupert,Vulcania-Issoire
2023,16526,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,16526,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,16526,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,16526,14,150.4,Fjell,Annemasse-Morzine
2023,16526,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,16526,16,22.4,Tempo,Passy-Combloux
2023,16526,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,16526,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
2023,16526,19,172.8,Flatt,Moirans-en-Montagne-Poligny
2023,16526,20,133.5,Fjell,Belfort-Le Markstein
2023,16526,21,115.1,Flatt,Saint-Quentin-en-Yvelines-Paris
2023,16525,1,182,Smaakupert,Bilbao- Bilbao
2023,16525,2,207.3,Smaakupert,Vitoria-Gasteiz- San Sebastian
2023,16525,3,193.5,Flatt,Amorebieta-Etxano-Bayonne
2023,16525,4,181.8,Flatt,Dax-Nogaro
2023,16525,5,162.7,Fjell,Pau-Laruns
2023,16525,6,144.9,Fjell-MF,Tarbes-Cauterets-Cambasque
2023,16525,7,169.9,Flatt,Mont-de-Marsan-Bordeaux
2023,16525,8,200.7,Smaakupert,Liburne-Limoges
2023,16525,9,182.4,Fjell-MF,Saint-Léonard-de-Noblat-Puy de Dôme
2023,16525,10,167.2,Smaakupert,Vulcania-Issoire
2023,16525,11,179.3,Flatt,Clermont-Ferrand-Moulins
2023,16525,12,168,Smaakupert,Roanne-Belleville-en-Beaujolais
2023,16525,13,137.8,Fjell-MF,Châtillon-sur-Chalaronne-Grand Colombier
2023,16525,14,150.4,Fjell,Annemasse-Morzine
2023,16525,15,179,Fjell-MF,Les Gets-Saint Gervais Mont-Blanc
2023,16525,16,22.4,Tempo,Passy-Combloux
2023,16525,17,165.7,Fjell,Saint Gervais Mont-Blanc-Courchevel
2023,16525,18,184.9,Smaakupert,Moûtiers-Bourg-en-Bresse
