season,gender,race_id,race_name,category,race_nationality,uci_race_classification,stage_race_boolean,start_date,end_date,race_tag
2023,Men,18539,Memorial Jana Magiery,Road,PL,1.2,One Day,2023/08/13,2023/08/13,
2023,Men,203,Polynormande,Road,FR,1.1,One Day,2023/08/13,2023/08/13,
2023,Men,11634,Gran Premio Chapin,Road,GT,1.2,One Day,2023/08/13,2023/08/13,
2023,Men,161,Tour of Leuven,Road,BE,1.1,One Day,2023/08/15,2023/08/15,
2023,Men,192,Vuelta a Burgos,Road,ES,2.Pro,Stage Race,2023/08/15,2023/08/19,
2023,Men,191,Tour du Limousin,Road,FR,2.1,Stage Race,2023/08/15,2023/08/18,
2023,Men,32,PostNord Tour of Denmark,Road,DK,2.Pro,Stage Race,2023/08/15,2023/08/19,
2023,Men,568,GP Capodarco,Road,IT,1.2U,One Day,2023/08/16,2023/08/16,
2023,Men,259,Arctic Race of Norway,Road,NO,2.Pro,Stage Race,2023/08/17,2023/08/20,
2023,Men,391,Baltic Chain Tour,Road,EE,2.2,Stage Race,2023/08/18,2023/08/20,
2023,Men,186,Druivenkoers Overijse,Road,BE,1.1,One Day,2023/08/19,2023/08/19,
2023,Men,20019,Grand Prix Kaisareia,Road,TR,1.2,One Day,2023/08/19,2023/08/19,
2023,Men,188,Egmont Cycling Race,Road,BE,1.1,One Day,2023/08/20,2023/08/20,
2023,Men,20,BEMER Cyclassics,Road,DE,1.UWT,One Day,2023/08/20,2023/08/20,
2023,Men,44,Tour de l'Avenir,Road,FR,2.NC,Stage Race,2023/08/20,2023/08/27,
2023,Men,187,Poitou-Charentes,Road,FR,2.1,Stage Race,2023/08/22,2023/08/25,
2023,Men,36,Deutschland Tour,Road,DE,2.Pro,Stage Race,2023/08/23,2023/08/27,
2023,Men,21,Renewi Tour,Road,NL,2.UWT,Stage Race,2023/08/23,2023/08/27,
2023,Men,20013,Tour of Yigido,Road,TR,2.2,Stage Race,2023/08/25,2023/08/27,
2023,Men,955,Tour of Bulgaria,Road,BG,2.2,Stage Race,2023/08/26,2023/08/31,
2023,Men,18956,Tour of Kandovan,Road,IR,1.2,One Day,2023/08/26,2023/08/26,
2023,Men,23,Vuelta a España,Road,ES,2.UWT,Stage Race,2023/08/26,2023/09/17,Grand Tour
2023,Men,8310,Ronde van de Achterhoek,Road,NL,1.2,One Day,2023/08/27,2023/08/27,
2023,Men,434,Tour of Iran,Road,IR,2.1,Stage Race,2023/08/27,2023/08/31,
2023,Men,996,Muur Classic Geraardsbergen,Road,BE,1.2,One Day,2023/08/30,2023/08/30,
2023,Men,538,Giro della Regione Friuli,Road,IT,2.2,Stage Race,2023/08/31,2023/09/03,
2023,Men,15096,Flanders Tomorrow Tour,Road,BE,2.2U,Stage Race,2023/08/31,2023/09/02,
2023,Men,10675,In the Steps of Romans,Road,BG,2.2,Stage Race,2023/09/02,2023/09/03,
2023,Men,9204,Lillehammer GP,Road,NO,1.2,One Day,2023/09/02,2023/09/02,
2023,Men,9205,Gylne Gutuer,Road,NO,1.2,One Day,2023/09/03,2023/09/03,
2023,Men,22,Bretagne Classic,Road,FR,1.UWT,One Day,2023/09/03,2023/09/03,
2023,Men,8328,GP Plouay Elite Open,Road,FR,1.2,One Day,2023/09/03,2023/09/03,
2023,Men,45,Tour of Britain,Road,GB,2.Pro,Stage Race,2023/09/03,2023/09/10,
2023,Men,13191,Maryland Cycling Classic,Road,US,1.Pro,One Day,2023/09/03,2023/09/03,
2023,Men,401,Okolo Jiznich Cech,Road,CZ,2.2,Stage Race,2023/09/07,2023/09/10,
2023,Men,9699,Tour of Kosovo,Road,XK,2.2,Stage Race,2023/09/07,2023/09/09,
2023,Men,20020,Tour of Van,Road,TR,2.2,Stage Race,2023/09/07,2023/09/10,
2023,Men,21321,Grand Prix Boukraa,Road,MA,1.2,One Day,2023/09/08,2023/09/08,
2023,Men,4048,Tour of Poyang Lake,Road,CN,2.2,Stage Race,2023/09/08,2023/09/12,
2023,Men,59,GP Québec,Road,CA,1.UWT,One Day,2023/09/08,2023/09/08,
2023,Men,20373,Grand Prix Es-Semara,Road,MA,1.2,One Day,2023/09/09,2023/09/09,
2023,Men,166,GP de la Somme,Road,FR,1.2,One Day,2023/09/10,2023/09/10,
2023,Men,21614,Grand Prix El Marsa,Road,MA,1.2,One Day,2023/09/10,2023/09/10,
2023,Men,16578,Tour of Salalah,Road,OM,2.2,Stage Race,2023/09/10,2023/09/13,
2023,Men,92,GP de Fourmies,Road,FR,1.Pro,One Day,2023/09/10,2023/09/10,
2023,Men,58,GP Montreal,Road,CA,1.UWT,One Day,2023/09/10,2023/09/10,
2023,Men,4025,Giro della Toscana,Road,IT,1.1,One Day,2023/09/13,2023/09/13,
2023,Men,380,Okolo Slovenska,Road,SK,2.1,Stage Race,2023/09/13,2023/09/17,
2023,Men,93,GP de Wallonie,Road,BE,1.Pro,One Day,2023/09/13,2023/09/13,
2023,Men,160,Coppa Sabatini,Road,IT,1.Pro,One Day,2023/09/14,2023/09/14,
2023,Men,242,Tour of Taihu Lake,Road,CN,2.Pro,Stage Race,2023/09/14,2023/09/17,
2023,Men,167,Kamp. van Vlaanderen,Road,BE,1.1,One Day,2023/09/15,2023/09/15,
2023,Men,68,Memorial Pantani,Road,IT,1.1,One Day,2023/09/16,2023/09/16,
2023,Men,168,SUPER 8 Classic,Road,BE,1.Pro,One Day,2023/09/16,2023/09/16,
2023,Men,444,Gooikse Pijl,Road,BE,1.1,One Day,2023/09/17,2023/09/17,
2023,Men,9979,GP Rik Van Looy,Road,BE,1.2,One Day,2023/09/17,2023/09/17,
2023,Men,205,Trofeo Matteotti,Road,IT,1.1,One Day,2023/09/17,2023/09/17,
2023,Men,171,GP d'Isbergues,Road,FR,1.1,One Day,2023/09/17,2023/09/17,
2023,Men,170,Omloop van het Houtland,Road,BE,1.1,One Day,2023/09/20,2023/09/20,
2023,Men,347,Europe ITT-U23,Road,,CCUT,One Day,2023/09/20,2023/09/20,
2023,Men,37,Tour de Luxembourg,Road,LU,2.Pro,Stage Race,2023/09/20,2023/09/24,
2023,Men,4020,Europe ITT,Road,,CCTT,One Day,2023/09/20,2023/09/20,
2023,Men,348,Europe RR-U23,Road,,CCU,One Day,2023/09/22,2023/09/22,
2023,Men,16539,Tour of Binzhou,Road,CN,2.2,Stage Race,2023/09/23,2023/09/24,
2023,Men,128,Tour de Langkawi,Road,MY,2.Pro,Stage Race,2023/09/23,2023/09/30,
2023,Men,949,Paris-Chauny,Road,FR,1.1,One Day,2023/09/24,2023/09/24,
2023,Men,4019,Europe RR,Road,,CCRR,One Day,2023/09/24,2023/09/24,
2023,Men,672,Vuelta a Ecuador,Road,EC,2.2,Stage Race,2023/09/25,2023/09/30,
2023,Men,409,Ruota d'Oro,Road,IT,1.2U,One Day,2023/09/26,2023/09/26,
2023,Men,773,CRO Race,Road,HR,2.1,Stage Race,2023/09/26,2023/10/01,
2023,Men,231,Circuit Franco-Belge,Road,BE,1.Pro,One Day,2023/09/28,2023/09/28,
2023,Men,262,Coppa Agostoni,Road,IT,1.1,One Day,2023/09/28,2023/09/28,
2023,Men,20781,Tour of Istanbul,Road,TR,2.2,Stage Race,2023/09/28,2023/10/01,
2023,Men,29,Giro dell'Emilia,Road,IT,1.Pro,One Day,2023/09/30,2023/09/30,
2023,Men,142,Grand Prix Cerami,Road,BE,1.2,One Day,2023/09/30,2023/09/30,
2023,Men,7660,Famenne Ardenne Classic,Road,BE,1.1,One Day,2023/10/01,2023/10/01,
2023,Men,390,Il Lombardia Under 23,Road,IT,1.2U,One Day,2023/10/01,2023/10/01,
2023,Men,8523,Oita Urban Classic,Road,JP,1.2,One Day,2023/10/01,2023/10/01,
2023,Men,94,Tour de Vendée,Road,FR,1.1,One Day,2023/10/01,2023/10/01,
2023,Men,196,Coppa Bernocchi,Road,IT,1.Pro,One Day,2023/10/02,2023/10/02,
2023,Men,673,Asian Games ITT,Road,,CCTT,One Day,2023/10/03,2023/10/03,
2023,Men,21437,Coppa Citta' di San Daniele,Road,IT,1.2,One Day,2023/10/03,2023/10/03,
2023,Men,445,GP Chantal Biya,Road,CM,2.2,Stage Race,2023/10/03,2023/10/07,
2023,Men,20978,Grand Tour de Ciclismo de SC,Road,BR,1.2,One Day,2023/10/03,2023/10/03,
2023,Men,158,Munsterland Giro,Road,DE,1.Pro,One Day,2023/10/03,2023/10/03,
2023,Men,190,Tre Valli Varesine,Road,IT,1.Pro,One Day,2023/10/03,2023/10/03,
2023,Men,159,Binche-Chimay-Binche,Road,BE,1.1,One Day,2023/10/03,2023/10/03,
2023,Men,20979,GP Urubici de Ciclismo,Road,BR,1.2,One Day,2023/10/04,2023/10/04,
2023,Men,16523,Visit Friesland Elfstedenrace,Road,NL,1.1,One Day,2023/10/04,2023/10/04,
2023,Men,674,Asian Games RR,Road,,CCRR,One Day,2023/10/05,2023/10/05,
2023,Men,20980,GP de Santa Catarina,Road,BR,1.2,One Day,2023/10/05,2023/10/05,
2023,Men,61,Gran Piemonte,Road,IT,1.Pro,One Day,2023/10/05,2023/10/05,
2023,Men,139,Tour of Hainan,Road,CN,2.Pro,Stage Race,2023/10/05,2023/10/09,
2023,Men,157,Paris - Bourges,Road,FR,1.1,One Day,2023/10/05,2023/10/05,
2023,Men,18945,Tour de Kyushu,Road,JP,2.1,Stage Race,2023/10/07,2023/10/09,
2023,Men,24,Il Lombardia,Road,IT,1.UWT,One Day,2023/10/07,2023/10/07,Monument
2023,Men,238,Paris - Tours,Road,FR,1.2U,One Day,2023/10/08,2023/10/08,
2023,Men,152,Tour of Türkiye,Road,TR,2.1,Stage Race,2023/10/08,2023/10/15,
2023,Men,28,Paris - Tours,Road,FR,1.Pro,One Day,2023/10/08,2023/10/08,
2023,Men,183,Giro del Veneto,Road,IT,1.Pro,One Day,2023/10/11,2023/10/11,
2023,Men,7591,Gree - Tour of Guangxi,Road,CN,2.UWT,Stage Race,2023/10/12,2023/10/17,
2023,Men,10514,Campeonato del Caribe ITT,Road,,1.2,One Day,2023/10/14,2023/10/14,
2023,Men,18951,Trans-Himalaya Cycling Race,Road,CN,2.2,Stage Race,2023/10/14,2023/10/17,
2023,Men,10515,Campeonato del Caribe RR,Road,,1.2,One Day,2023/10/15,2023/10/15,
2023,Men,15208,Veneto Classic,Road,IT,1.Pro,One Day,2023/10/15,2023/10/15,
2023,Men,95,Japan Cup,Road,JP,1.Pro,One Day,2023/10/15,2023/10/15,
2023,Men,463,Chrono des Nations,Road,FR,1.2U,One Day,2023/10/15,2023/10/15,
2023,Men,154,Chrono des Nations,Road,FR,1.1,One Day,2023/10/15,2023/10/15,
2023,Men,8499,Hong Kong Cyclothon,Road,HK,1.1,One Day,2023/10/22,2023/10/22,
2023,Men,763,Pan-American Games ITT,Road,,CCTT,One Day,2023/10/22,2023/10/22,
2023,Men,446,Tour du Faso,Road,BF,2.2,Stage Race,2023/10/27,2023/11/05,
2023,Men,764,Pan-American Games RR,Road,,CCRR,One Day,2023/10/29,2023/10/29,
2023,Men,8479,Akiyoshidai Karst Road Race,Road,JP,1.2,One Day,2023/11/05,2023/11/05,
2023,Men,457,Tour de Okinawa,Road,JP,1.2,One Day,2023/11/12,2023/11/12,
2023,Men,595,Vuelta a Guatemala,Road,GT,2.2,Stage Race,2023/11/17,2023/11/26,
2023,Women,9080,Tour Down Under,Road,AU,2.WWT,Stage Race,2023/01/15,2023/01/17,
2023,Women,9133,Cadel Road Race,Road,AU,1.WWT,One Day,2023/01/28,2023/01/28,
2023,Women,17199,Women Cycling Pro Costa De Almería,Road,ES,1.1,One Day,2023/01/29,2023/01/29,
2023,Women,11333,Aphrodite ITT,Road,CY,1.2,One Day,2023/02/04,2023/02/04,
2023,Women,10439,Vuelta CV Feminas,Road,ES,1.1,One Day,2023/02/05,2023/02/05,
2023,Women,20007,Aphrodite - Women for future,Road,CY,1.2,One Day,2023/02/08,2023/02/08,
2023,Women,9337,Africa ITT,Road,,CCTT,One Day,2023/02/09,2023/02/09,
2023,Women,20309,Africa ITT-U23,Road,,CCUT,One Day,2023/02/09,2023/02/09,
2023,Women,18130,UAE Tour,Road,AE,2.WWT,Stage Race,2023/02/09,2023/02/12,
2023,Women,18935,Clasica de Almeria,Road,ES,1.1,One Day,2023/02/11,2023/02/11,
2023,Women,9336,Africa RR,Road,,CCRR,One Day,2023/02/12,2023/02/12,
2023,Women,9189,Setmana Ciclista Valenciana,Road,ES,2.Pro,Stage Race,2023/02/16,2023/02/19,
2023,Women,9181,Omloop Het Nieuwsblad,Road,BE,1.WWT,One Day,2023/02/25,2023/02/25,
2023,Women,9201,Omloop van het Hageland,Road,BE,1.1,One Day,2023/02/26,2023/02/26,
2023,Women,9206,Le Samyn des Dames,Road,BE,1.1,One Day,2023/02/28,2023/02/28,
2023,Women,18936,Umag Trophy Ladies,Road,HR,1.2,One Day,2023/03/01,2023/03/01,
2023,Women,9044,Strade Bianche,Road,IT,1.WWT,One Day,2023/03/04,2023/03/04,
2023,Women,18937,Porec Trophy Ladies,Road,HR,1.2,One Day,2023/03/05,2023/03/05,
2023,Women,17126,Trofeo Oro in Euro,Road,IT,1.1,One Day,2023/03/05,2023/03/05,
2023,Women,17279,Trofeo Ponente in Rosa,Road,IT,2.2,Stage Race,2023/03/07,2023/03/11,
2023,Women,19315,Vuelta Extremadura Féminas,Road,ES,2.2,Stage Race,2023/03/10,2023/03/12,
2023,Women,9045,Ronde van Drenthe,Road,NL,1.WWT,One Day,2023/03/11,2023/03/11,
2023,Women,10430,Nokere Koerse,Road,BE,1.Pro,One Day,2023/03/15,2023/03/15,
2023,Women,18932,Tour de Normandie Féminin,Road,FR,2.1,Stage Race,2023/03/17,2023/03/19,
2023,Women,9046,Trofeo Alfredo Binda,Road,IT,1.WWT,One Day,2023/03/19,2023/03/19,
2023,Women,9047,Classic Brugge-De Panne,Road,BE,1.WWT,One Day,2023/03/23,2023/03/23,
2023,Women,9048,Gent - Wevelgem,Road,BE,1.WWT,One Day,2023/03/26,2023/03/26,
2023,Women,9309,Dwars door Vlaanderen,Road,BE,1.Pro,One Day,2023/03/29,2023/03/29,
2023,Women,9349,Oceania ITT,Road,,CCTT,One Day,2023/03/30,2023/03/30,
2023,Women,9350,Oceania ITT-U23,Road,,CCUT,One Day,2023/03/30,2023/03/30,
2023,Women,9348,Oceania RR,Road,,CCRR,One Day,2023/04/01,2023/04/01,
2023,Women,14856,Scheldeprijs Vrouwen Elite,Road,BE,1.1,One Day,2023/04/05,2023/04/05,
2023,Women,13853,Paris-Roubaix Femmes,Road,FR,1.WWT,One Day,2023/04/08,2023/04/08,Monument
2023,Women,13593,Ronde de Mouscron,Road,BE,1.1,One Day,2023/04/10,2023/04/10,
2023,Women,9400,Brabantse Pijl,Road,BE,1.Pro,One Day,2023/04/12,2023/04/12,
2023,Women,11501,Central American Championship ITT,Road,,1.2,One Day,2023/04/14,2023/04/14,
2023,Women,9050,Amstel Gold Race,Road,NL,1.WWT,One Day,2023/04/16,2023/04/16,
2023,Women,14581,GP Féminin de Chambéry,Road,FR,1.1,One Day,2023/04/16,2023/04/16,
2023,Women,9615,Pan-America ITT,Road,,CCTT,One Day,2023/04/18,2023/04/18,
2023,Women,9051,La Flèche Wallonne,Road,BE,1.WWT,One Day,2023/04/19,2023/04/19,
2023,Women,9740,Pan-America RR,Road,,CCRR,One Day,2023/04/22,2023/04/22,
2023,Women,9441,Omloop van Borsele,Road,NL,1.1,One Day,2023/04/22,2023/04/22,
2023,Women,9052,Liege-Bastogne-Liege Femmes,Road,BE,1.WWT,One Day,2023/04/23,2023/04/23,
2023,Women,9458,GP della Liberazione PINK,Road,IT,1.2,One Day,2023/04/25,2023/04/25,
2023,Women,9548,Tour of the Gila,Road,US,2.2,Stage Race,2023/04/26,2023/04/30,
2023,Women,9549,Gracia Orlová,Road,CZ,2.2,Stage Race,2023/04/27,2023/04/30,
2023,Women,16506,Leiedal Koerse,Road,BE,1.2,One Day,2023/04/29,2023/04/29,
2023,Women,9460,Festival Elsy Jacobs,Road,LU,2.Pro,Stage Race,2023/04/29,2023/04/30,
2023,Women,9058,Vuelta España Femenina,Road,ES,2.WWT,Stage Race,2023/05/01,2023/05/07,Grand Tour
2023,Women,9731,La Classique Morbihan,Road,FR,1.1,One Day,2023/05/05,2023/05/05,
2023,Women,14582,GP Eco-Struct,Road,BE,1.1,One Day,2023/05/06,2023/05/06,
2023,Women,9732,GP de Plumelec-Morbihan,Road,FR,1.1,One Day,2023/05/06,2023/05/06,
2023,Women,9613,Trofee Maarten Wynants,Road,BE,1.1,One Day,2023/05/07,2023/05/07,
2023,Women,10433,Bretagne Ladies Tour,Road,FR,2.1,Stage Race,2023/05/09,2023/05/13,
2023,Women,12195,Navarra Elite Classics,Road,ES,1.Pro,One Day,2023/05/10,2023/05/10,
2023,Women,14244,Itzulia Women,Road,ES,2.WWT,Stage Race,2023/05/12,2023/05/14,
2023,Women,13419,Southeast Asian Games RR,Road,,RCRR,One Day,2023/05/13,2023/05/13,
2023,Women,9600,Durango-Durango,Road,ES,1.1,One Day,2023/05/16,2023/05/16,
2023,Women,9427,Joe Martin Stage Race,Road,US,2.2,Stage Race,2023/05/18,2023/05/21,
2023,Women,10428,Vuelta a Burgos Feminas,Road,ES,2.WWT,Stage Race,2023/05/18,2023/05/21,
2023,Women,9907,Veenendaal-Veenendaal,Road,NL,1.1,One Day,2023/05/19,2023/05/19,
2023,Women,16507,ZLM Omloop der Kempen Ladies,Road,NL,1.2,One Day,2023/05/20,2023/05/20,
2023,Women,18930,Antwerp Port Epic Ladies,Road,BE,1.1,One Day,2023/05/21,2023/05/21,
2023,Women,9810,Thüringen Ladies Tour,Road,DE,2.Pro,Stage Race,2023/05/23,2023/05/28,
2023,Women,9912,Tour de Feminin,Road,CZ,2.2,Stage Race,2023/05/25,2023/05/28,
2023,Women,9054,RideLondon Classique,Road,GB,2.WWT,Stage Race,2023/05/26,2023/05/28,
2023,Women,16508,Ladies Tour of Estonia,Road,EE,1.2,One Day,2023/05/27,2023/05/27,
2023,Women,13594,GP Ciudad de Eibar,Road,ES,1.1,One Day,2023/05/28,2023/05/28,
2023,Women,17077,GP Mazda Schelkens,Road,BE,1.2,One Day,2023/05/29,2023/05/29,
2023,Women,16502,Vuelta a Andalucia Ruta Del Sol,Road,ES,2.1,Stage Race,2023/05/31,2023/06/04,
2023,Women,15071,Belgrade GP Woman Tour,Road,RS,2.2,Stage Race,2023/06/03,2023/06/04,
2023,Women,9811,Dwars door de Westhoek,Road,BE,1.1,One Day,2023/06/04,2023/06/04,
2023,Women,9913,Vuelta femenina a Guatemala,Road,GT,2.2,Stage Race,2023/06/07,2023/06/11,
2023,Women,16505,CIC-Tour Féminin Pyrénées,Road,FR,2.1,Stage Race,2023/06/09,2023/06/11,
2023,Women,9343,Asia ITT,Road,,CCTT,One Day,2023/06/10,2023/06/10,
2023,Women,9345,Asia ITT-U23,Road,,CCUT,One Day,2023/06/10,2023/06/10,
2023,Women,15067,Dwars door het Hageland,Road,BE,1.1,One Day,2023/06/10,2023/06/10,
2023,Women,9853,Flanders Diamond Tour,Road,BE,1.1,One Day,2023/06/11,2023/06/11,
2023,Women,9342,Asia RR,Road,,CCRR,One Day,2023/06/12,2023/06/12,
2023,Women,20776,Regiónom Nitrianskeho Kraja,Road,SK,1.2,One Day,2023/06/17,2023/06/17,
2023,Women,14577,Tour de Suisse,Road,CH,2.WWT,Stage Race,2023/06/17,2023/06/20,
2023,Women,9064,Giro d'Italia Women,Road,IT,2.WWT,Stage Race,2023/06/30,2023/07/09,Grand Tour
2023,Women,20777,GP Mayor Žiar nad Hronom,Road,SK,1.2,One Day,2023/07/01,2023/07/01,
2023,Women,20778,Tour de Berlin Feminin,Road,DE,1.2,One Day,2023/07/02,2023/07/02,
2023,Women,10227,Cent.America and Caribbean ITT,Road,,RCTT,One Day,2023/07/05,2023/07/05,
2023,Women,10226,Central American and Caribbean RR,Road,,RCRR,One Day,2023/07/07,2023/07/07,
2023,Women,16511,Respect Ladies Race Slovakia,Road,SK,1.2,One Day,2023/07/08,2023/07/08,
2023,Women,13595,2 Districtenpijl - Ekeren-Deurne,Road,BE,1.1,One Day,2023/07/09,2023/07/09,
2023,Women,21367,Pan Arab Games ITT,Road,,RCTT,One Day,2023/07/11,2023/07/11,
2023,Women,9904,Baloise Ladies Tour,Road,BE,2.1,Stage Race,2023/07/12,2023/07/16,
2023,Women,21368,Pan Arab Games RR,Road,,RCRR,One Day,2023/07/13,2023/07/13,
2023,Women,18938,Grand Prix Stuttgart &amp; Region,Road,DE,1.2,One Day,2023/07/16,2023/07/16,
2023,Women,15687,Tour de France Femmes,Road,FR,2.WWT,Stage Race,2023/07/23,2023/07/30,Grand Tour
2023,Women,10106,Vuelta a Colombia Femenina,Road,CO,2.2,Stage Race,2023/07/26,2023/07/30,
2023,Women,16504,Princess Anna Vasa Tour,Road,PL,2.2,Stage Race,2023/07/28,2023/07/30,
2023,Women,16412,Jeux de la Francophonie RR,Road,,RCRR,One Day,2023/07/30,2023/07/30,
2023,Women,9068,World Championship ITT,Road,,WCTT,One Day,2023/08/10,2023/08/10,
2023,Women,12377,La Périgord Ladies,Road,FR,1.2,One Day,2023/08/12,2023/08/12,
2023,Women,12378,La Picto-Charentaise,Road,FR,1.2,One Day,2023/08/13,2023/08/13,
2023,Women,9067,World Championship RR,Road,,WCRR,One Day,2023/08/13,2023/08/13,
2023,Women,17078,Grote Prijs Yvonne Reynders,Road,BE,1.2,One Day,2023/08/15,2023/08/15,
2023,Women,17781,Konvert Kortrijk Koerse,Road,BE,1.1,One Day,2023/08/18,2023/08/18,
2023,Women,14770,GP Oetingen,Road,BE,1.1,One Day,2023/08/19,2023/08/19,
2023,Women,20779,Egmont Cycling Race,Road,BE,1.2,One Day,2023/08/22,2023/08/22,
2023,Women,15688,Tour of Scandinavia,Road,NO,2.WWT,Stage Race,2023/08/23,2023/08/27,
2023,Women,9914,Giro Toscana Int. Femminile,Road,IT,2.2,Stage Race,2023/08/24,2023/08/27,
2023,Women,18940,Tour de l'Avenir Femmes,Road,FR,2.2U,Stage Race,2023/08/28,2023/09/01,
2023,Women,9057,Classic Lorient Agglomération,Road,FR,1.WWT,One Day,2023/09/02,2023/09/02,
2023,Women,13601,Grote Prijs Beerens,Road,BE,1.1,One Day,2023/09/03,2023/09/03,
2023,Women,9906,Tour Feminin l'Ardeche,Road,FR,2.1,Stage Race,2023/09/05,2023/09/11,
2023,Women,9066,Simac Ladies Tour,Road,NL,2.WWT,Stage Race,2023/09/05,2023/09/10,
2023,Women,17099,A Travers les Hauts de France,Road,FR,1.2,One Day,2023/09/09,2023/09/09,
2023,Women,10950,GP Fourmies Women,Road,FR,1.2,One Day,2023/09/10,2023/09/10,
2023,Women,17169,Grisette Grand Prix de Wallonie,Road,BE,1.1,One Day,2023/09/13,2023/09/13,
2023,Women,9852,Chrono de Gatineau,Road,CA,1.1,One Day,2023/09/15,2023/09/15,
2023,Women,13609,Watersley Womens Challenge,Road,NL,2.2U,Stage Race,2023/09/15,2023/09/17,
2023,Women,16500,Tour de Romandie,Road,CH,2.WWT,Stage Race,2023/09/15,2023/09/17,
2023,Women,13600,AG Tour de la Semois,Road,BE,2.2,Stage Race,2023/09/15,2023/09/16,
2023,Women,9921,GP d'Isbergues,Road,FR,1.2,One Day,2023/09/17,2023/09/17,
2023,Women,9925,Europe ITT-U23,Road,,CCUT,One Day,2023/09/20,2023/09/20,
2023,Women,9923,Europe ITT,Road,,CCTT,One Day,2023/09/20,2023/09/20,
2023,Women,9924,Europe RR-U23,Road,,CCU,One Day,2023/09/22,2023/09/22,
2023,Women,9922,Europe RR,Road,,CCRR,One Day,2023/09/23,2023/09/23,
2023,Women,9909,Giro dell'Emilia,Road,IT,1.Pro,One Day,2023/09/30,2023/09/30,
