season,gender,category,first_cycling_race_id,race_name,race_nationality,uci_race_classification,stage_race_boolean,start_date,end_date,stage_number,distance,route,stage_profile
2023,men,Road,677,Giro del Sol San Juan,AR,2.2,Stage Race,2023/01/06,2023/01/08,01,153,Plaza 25 de Mayo-Circuito San Juan Villicum,Flat
2023,men,Road,677,Giro del Sol San Juan,AR,2.2,Stage Race,2023/01/06,2023/01/08,02,134.3,Circuito San Juan Villicum-Circuito San Juan Villicum,Flat
2023,men,Road,677,Giro del Sol San Juan,AR,2.2,Stage Race,2023/01/06,2023/01/08,03,179.9,Circuito San Juan Villicum-Circuito San Juan Villicum,Flat
2023,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2023/01/11,2023/01/15,01,123,Masterton-Masterton,Flat
2023,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2023/01/11,2023/01/15,02,127.3,Masterton-Martinborough,Flat
2023,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2023/01/11,2023/01/15,05,49.6,Wellington-Wellington,Flat
2023,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2023/01/11,2023/01/15,04,126,Miramar-Miramar,Hilly
2023,men,Road,456,NZ Cycle Classic,NZ,2.2,Stage Race,2023/01/11,2023/01/15,03,155.5,Masterton-Admiral Hill,Hilly MTF
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,01,149.8,San Cristóbal-Tariba,Flat
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,03,126.5,San Juan De Colón-La Tendida,Flat
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,08,117.3,San Cristóbal-San Cristóbal,Flat
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,02,141.5,San Josecito-San Cristóbal,Hilly MTF
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,04,133.1,Lagunillas-Mérida,Hilly MTF
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,05,134.4,La Tendida-La Grita,Mountain MTF
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,06,132.3,La Fría-Casa Del Padre,Mountain MTF
2023,men,Road,454,Vuelta al Táchira,VE,2.2,Stage Race,2023/01/15,2023/01/22,07,137,Ureña-Cerro Del Cristo Rey,Mountain MTF
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,04,133.2,Port Willunga-Willunga,Flat
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,00,5.5,Adelaide-Adelaide,Flat ITT
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,01,149.9,Tanunda-Tanunda,Hilly
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,02,154.8,Brighton-Victor Harbor,Hilly
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,03,116.8,Norwood-Campbelltown,Hilly
2023,men,Road,1,Tour Down Under,AU,2.UWT,Stage Race,2023/01/17,2023/01/22,05,112.5,Unley-Mount Lofty,Hilly MTF
2023,men,Road,8467,Gravel and Tar,NZ,1.2,One Day,2023/01/21,2023/01/21,GC,,,Hilly
2023,men,Road,411,Clàssica Comunitat Valenciana 1969 - GP Valencia,ES,1.1,One Day,2023/01/22,2023/01/22,GC,,,Flat
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,01,143.9,San Juan-San Juan,Flat
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,03,170.9,San Juan-San Juan,Flat
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,06,144.9,San Juan-San Juan,Flat
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,07,112,San Juan-San Juan,Flat
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,02,201.1,Villa San Augustin-San José de Jáchal,Hilly
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,04,196.5,San Juan-Barreal,Mountain MTF
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,05,173.7,San Juan-Alto de Colorado,Mountain MTF
2023,men,Road,5247,Vuelta a San Juan,AR,2.Pro,Stage Race,2023/01/22,2023/01/29,,-,-,Unknown
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,02,111.5,Oyem-Mitzic,Flat
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,03,113,Lébamba-Mouila,Flat
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,05,103.5,Kango-Angondjé,Flat
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,06,127.2,Port-Gentil-Port-Gentil,Flat
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,07,133,Cap Esterias-Libreville,Flat
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,04,193.5,Mouila-Lambaréné,Hilly
2023,men,Road,117,Tropicale Amissa Bongo,GA,2.1,Stage Race,2023/01/23,2023/01/29,01,121.5,Bitam-Oyem,Hilly MTF
2023,men,Road,271,Trofeo Calvia,ES,1.1,One Day,2023/01/25,2023/01/25,GC,,,Hilly
2023,men,Road,273,Trofeo Alcudia - Port d'Alcudia,ES,1.1,One Day,2023/01/26,2023/01/26,GC,,,Flat
2023,men,Road,274,Trofeo Andratx,ES,1.1,One Day,2023/01/27,2023/01/27,GC,,,Hilly
2023,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2023/01/27,2023/01/31,02,130.7,Sharjah-Al Badayer,Flat
2023,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2023/01/27,2023/01/31,05,72.3,Sharjah-Sharjah,Flat
2023,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2023/01/27,2023/01/31,01,8.9,Sharjah-Sharjah,Flat ITT
2023,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2023/01/27,2023/01/31,03,117.1,Dibba Alshin-Wadi al Hilo,Hilly MTF
2023,men,Road,460,Tour of Sharjah,AE,2.2,Stage Race,2023/01/27,2023/01/31,04,110.2,Kalba-Khorfakkan,Hilly MTF
2023,men,Road,20014,Grand Prix Aspendos,TR,1.2,One Day,2023/01/28,2023/01/28,GC,,,Flat
2023,men,Road,100,Trofeo Serra de Tramuntana,ES,1.1,One Day,2023/01/28,2023/01/28,GC,,,Hilly
2023,men,Road,1172,Cadel Road Race,AU,1.UWT,One Day,2023/01/29,2023/01/29,GC,,,Hilly
2023,men,Road,83,Trofeo Palma,ES,1.1,One Day,2023/01/29,2023/01/29,GC,,,Flat
2023,men,Road,97,GP la Marseillaise,FR,1.1,One Day,2023/01/29,2023/01/29,GC,,,Hilly
2023,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2023/01/30,2023/02/03,01,180.5,Alula-Khaybar,Flat
2023,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2023/01/30,2023/02/03,02,184,Alula-Shalal Sijlyat,Flat
2023,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2023/01/30,2023/02/03,05,142.9,Alula-Maraya,Flat
2023,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2023/01/30,2023/02/03,04,163.4,Maraya-Harrat Uwayrid,Hilly
2023,men,Road,868,AlUla Tour,SA,2.1,Stage Race,2023/01/30,2023/02/03,03,159.2,Al Manshiyah-Abu Rakah,Hilly MTF
2023,men,Road,11406,Tour du Sahel,MR,2.2,Stage Race,2023/02/01,2023/02/05,01,110,Berjeimatt-Akjoujt,Unknown
2023,men,Road,11406,Tour du Sahel,MR,2.2,Stage Race,2023/02/01,2023/02/05,02,75,Yaghref-Aoujeft,Unknown
2023,men,Road,11406,Tour du Sahel,MR,2.2,Stage Race,2023/02/01,2023/02/05,03,103,Atar-Choum,Unknown
2023,men,Road,11406,Tour du Sahel,MR,2.2,Stage Race,2023/02/01,2023/02/05,04,76,Zouerate-Zouerate,Unknown
2023,men,Road,11406,Tour du Sahel,MR,2.2,Stage Race,2023/02/01,2023/02/05,05,96,Bamako-Akjoujt,Unknown
2023,men,Road,13738,Vuelta del Porvenir San Luis,AR,2.2,Stage Race,2023/02/01,2023/02/05,01,149.7,Tilisarao-Juana Koslay,Flat
2023,men,Road,13738,Vuelta del Porvenir San Luis,AR,2.2,Stage Race,2023/02/01,2023/02/05,02,179.9,La Toma-La Toma,Flat
2023,men,Road,13738,Vuelta del Porvenir San Luis,AR,2.2,Stage Race,2023/02/01,2023/02/05,05,121.6,San Luis-San Luis,Flat
2023,men,Road,13738,Vuelta del Porvenir San Luis,AR,2.2,Stage Race,2023/02/01,2023/02/05,03,12.7,El Durazno-El Durazno,Flat ITT
2023,men,Road,13738,Vuelta del Porvenir San Luis,AR,2.2,Stage Race,2023/02/01,2023/02/05,04,148.8,Juana Koslay-Juana Koslay,Hilly MTF
2023,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2023/02/01,2023/02/05,01,189.4,Orihuela-Altea,Hilly
2023,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2023/02/01,2023/02/05,03,145.1,Bétera-Sagunto,Hilly
2023,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2023/02/01,2023/02/05,05,93.2,Paterna-València,Hilly
2023,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2023/02/01,2023/02/05,02,178.2,Novelda-Benissa,Hilly MTF
2023,men,Road,319,Volta Comunitat Valenciana,ES,2.Pro,Stage Race,2023/02/01,2023/02/05,04,181.6,Burriana-Altura,Mountain MTF
2023,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2023/02/01,2023/02/05,01,159.6,Bellegarde-Bellegarde,Flat
2023,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2023/02/01,2023/02/05,02,169.6,Begard-Aubais,Flat
2023,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2023/02/01,2023/02/05,05,10.6,Alès-Alès,Flat ITT
2023,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2023/02/01,2023/02/05,03,169.6,Bessèges-Bessèges,Hilly
2023,men,Road,106,Étoile de Bessèges,FR,2.1,Stage Race,2023/02/01,2023/02/05,04,145.5,Saint-Christol-Lèz-Alès-Le Mont Bouquet,Hilly MTF
2023,men,Road,20015,Grand Prix Apollon Temple,TR,1.2,One Day,2023/02/04,2023/02/04,GC,,,Flat
2023,men,Road,462,Africa TTT,,CCTT,One Day,2023/02/08,2023/02/08,GC,,,TTT
2023,men,Road,369,Africa ITT,,CCTT,One Day,2023/02/09,2023/02/09,GC,,,Flat ITT
2023,men,Road,20310,Africa ITT-U23,,CCUT,One Day,2023/02/09,2023/02/09,GC,,,Flat ITT
2023,men,Road,18946,Muscat Classic,OM,1.1,One Day,2023/02/10,2023/02/10,GC,,,Hilly
2023,men,Road,74,Vuelta a Murcia,ES,1.1,One Day,2023/02/11,2023/02/11,GC,,,Hilly
2023,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2023/02/11,2023/02/15,01,147.4,Al Rustaq Fort-Muscat,Flat
2023,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2023/02/11,2023/02/15,04,204.9,Izki-Yitti Hills,Hilly
2023,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2023/02/11,2023/02/15,02,174,Muscat-Quarayyat,Hilly MTF
2023,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2023/02/11,2023/02/15,03,151.8,Al Khobar-Jabal Haat,Hilly MTF
2023,men,Road,57,Tour of Oman,OM,2.Pro,Stage Race,2023/02/11,2023/02/15,05,152.2,Samail-Jabal Al Akhdhar / Green Mountain,Mountain MTF
2023,men,Road,18947,Figueira Champions Classic,PT,1.1,One Day,2023/02/12,2023/02/12,GC,,,Hilly
2023,men,Road,129,Clasica de Almeria,ES,1.Pro,One Day,2023/02/12,2023/02/12,GC,,,Flat
2023,men,Road,16519,Jaén Paraiso Interior,ES,1.1,One Day,2023/02/13,2023/02/13,GC,,,Hilly MTF
2023,men,Road,110,Vuelta a Andalucía,ES,2.Pro,Stage Race,2023/02/15,2023/02/19,03,161.8,Alcalá de Guadaíra-Alcalá de los Gazules,Flat
2023,men,Road,110,Vuelta a Andalucía,ES,2.Pro,Stage Race,2023/02/15,2023/02/19,04,164.3,Olvera-Iznájar,Hilly
2023,men,Road,110,Vuelta a Andalucía,ES,2.Pro,Stage Race,2023/02/15,2023/02/19,05,184.3,Otura-Alhaurín de la Torre,Hilly
2023,men,Road,110,Vuelta a Andalucía,ES,2.Pro,Stage Race,2023/02/15,2023/02/19,02,156.1,Diezma-Alcalá la Real,Hilly MTF
2023,men,Road,110,Vuelta a Andalucía,ES,2.Pro,Stage Race,2023/02/15,2023/02/19,01,179,Puente de Génave-Santiago de la Espada,Mountain
2023,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2023/02/15,2023/02/19,03,203.1,Faro-Taviria,Flat
2023,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2023/02/15,2023/02/19,05,24.4,Lagoa-Lagoa,Flat ITT
2023,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2023/02/15,2023/02/19,01,200.2,Portimão-Lagos,Hilly
2023,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2023/02/15,2023/02/19,02,186.3,Sagres-Alto da Fóia,Hilly MTF
2023,men,Road,107,Volta ao Algarve,PT,2.Pro,Stage Race,2023/02/15,2023/02/19,04,177.9,Albufeira-Malhão,Hilly MTF
2023,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2023/02/17,2023/02/19,01,187,Saint Raphaël-Ramatuelle,Flat
2023,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2023/02/17,2023/02/19,02,178.9,Mandelieu-la-napoule-Antibes Azur Aréna,Hilly
2023,men,Road,111,Tour Alpes Maritimes du Var,FR,2.1,Stage Race,2023/02/17,2023/02/19,03,131.8,Villefranche-sur-Mer-Vence ,Hilly
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,01,115.6,Kigali-Rwamagana,Flat
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,02,132.9,Kigali-Gisagara,Hilly
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,04,138.3,Musanze-Karongi,Hilly
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,05,195.5,Rusizi-Rubavu,Hilly
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,03,199.5,Huye-Musanze,Mountain MTF
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,06,157,Rubavu-Gicumbi,Mountain MTF
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,07,115.8,Nyamata-Mount Kigai,Mountain MTF
2023,men,Road,450,Tour of Rwanda,RW,2.1,Stage Race,2023/02/19,2023/02/26,08,75.3,Kigali-Kigali,Mountain MTF
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,01,151,Al Dhafra-Al Mirfa,Flat
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,04,174,Shindagha-Dubai,Flat
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,05,170,Al Marjan-Umm Al Quwain,Flat
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,06,166,Abu Dhabi-Abu Dhabi,Flat
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,02,17.3,Khalifa Port-Khalifa Port | TTT,TTT
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,03,185,Al Fujayiah-Jebel Jais,Mountain MTF
2023,men,Road,9800,UAE Tour,AE,2.UWT,Stage Race,2023/02/20,2023/02/26,07,153,Abu Dhabi-Jebel Hafeet,Mountain MTF
2023,men,Road,16526,Gran Camiño,ES,2.1,Stage Race,2023/02/23,2023/02/26,04,18.1,Novo Milladoiro-Santiago de la Compostela,Flat ITT
2023,men,Road,16526,Gran Camiño,ES,2.1,Stage Race,2023/02/23,2023/02/26,01,191.5,Muralla de Lugo-Sarria,Hilly
2023,men,Road,16526,Gran Camiño,ES,2.1,Stage Race,2023/02/23,2023/02/26,02,184.3,A Guarda-Monte Trega,Hilly MTF
2023,men,Road,16526,Gran Camiño,ES,2.1,Stage Race,2023/02/23,2023/02/26,03,123.4,Parque Natural da Encina da Lastra-Rubia,Hilly MTF
2023,men,Road,53,Omloop Het Nieuwsblad,BE,1.UWT,One Day,2023/02/25,2023/02/25,GC,,,Cobbles
2023,men,Road,121,Faun-Ardèche Classic,FR,1.Pro,One Day,2023/02/25,2023/02/25,GC,,,Hilly
2023,men,Road,432,La Drome Classic,FR,1.Pro,One Day,2023/02/26,2023/02/26,GC,,,Hilly
2023,men,Road,84,Kuurne-Brussel-Kuurne,BE,1.Pro,One Day,2023/02/26,2023/02/26,GC,,,Cobbles
2023,men,Road,116,Le Samyn,BE,1.1,One Day,2023/02/28,2023/02/28,GC,,,Cobbles
2023,men,Road,112,Trofeo Laigueglia,IT,1.Pro,One Day,2023/03/01,2023/03/01,GC,,,Hilly
2023,men,Road,277,Umag Trophy,HR,1.2,One Day,2023/03/01,2023/03/01,GC,,,Hilly
2023,men,Road,20017,Alanya Cup,TR,1.2,One Day,2023/03/04,2023/03/04,GC,,,Flat
2023,men,Road,539,GP Criquielion,BE,1.1,One Day,2023/03/04,2023/03/04,GC,,,Hilly
2023,men,Road,18953,Le Tour des 100 Communes,FR,1.2,One Day,2023/03/04,2023/03/04,GC,,,Flat
2023,men,Road,283,Ster van Zwolle,NL,1.2,One Day,2023/03/04,2023/03/04,GC,,,Flat
2023,men,Road,54,Strade Bianche,IT,1.UWT,One Day,2023/03/04,2023/03/04,GC,,,Hilly MTF
2023,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2023/03/04,2023/03/05,01,180,Rhodes-Koskinou,Hilly MTF
2023,men,Road,16525,South Aegean Tour,GR,2.2,Stage Race,2023/03/04,2023/03/05,02,168.8,Rhodes-Salakos,Hilly MTF
2023,men,Road,284,GP Lillers,FR,1.2,One Day,2023/03/05,2023/03/05,GC,,,Flat
2023,men,Road,278,Porec Trophy,HR,1.2,One Day,2023/03/05,2023/03/05,GC,,,Flat
2023,men,Road,2729,GP Jean-Pierre Monseré,BE,1.1,One Day,2023/03/05,2023/03/05,GC,,,Flat
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,02,163.7,Bazainville-Fontainebleau,Flat
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,01,169.4,La Verrière-La Verrière,Hilly
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,05,212.4,Saint-Symphorien-sur-Coise-Saint-Paul-Trois-Châteaux,Hilly
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,06,197.4,Tourves-La Colle Sur Loup,Hilly
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,04,164.7,Saint-Amand-Montrond-La Loge des Gardes,Hilly MTF
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,03,32.2,Dampierre-en-Burly-Dampierre-en-Burly | TTT,TTT
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,07,142.8,Nice-Col de la Couillole,Mountain MTF
2023,men,Road,2,Paris-Nice,FR,2.UWT,Stage Race,2023/03/05,2023/03/12,08,117.2,Nice-Nice,Mountain
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,02,210,Camaiore-Follonica,Flat
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,03,216,Follonica-Foligno,Flat
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,07,154,San Benedetto del Tronto-San Benedetto del Tronto,Flat
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,01,11.5,Lido di Camaiore-Lido di Camaiore,Flat ITT
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,04,219,Greccio -Tortoreto,Hilly MTF
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,06,193,Osimo Stazione-Osimo,Hilly MTF
2023,men,Road,3,Tirreno-Adriatico,IT,2.UWT,Stage Race,2023/03/06,2023/03/12,05,165.6,Morro d'Oro-Sarnano-Sassotetto,Mountain MTF
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,01,121,Bordj Bou Arréridj-M’sila,Flat
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,05,128,Sétif-Constantine,Flat
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,07,145.5,Skikda-Jijel,Flat
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,08,87.2,Jijel-Bejaïa,Flat
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,00,4.1,Bordj Bou Arréridj-Bordj Bou Arréridj,Flat ITT
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,02,176,Boussaâda-Biskra,Hilly
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,03,111.5,Biskra-Batna,Hilly
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,06,82.5,Constantine-Skikda,Hilly
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,09,119,Bejaïa-Tizi Ouzou,Hilly
2023,men,Road,465,Tour d'Algérie,DZ,2.2,Stage Race,2023/03/07,2023/03/16,04,142,Batna-Sétif,Hilly MTF
2023,men,Road,276,Istrian Spring Trophy,HR,2.2,Stage Race,2023/03/09,2023/03/12,03,114,Pazin-Umag,Flat
2023,men,Road,276,Istrian Spring Trophy,HR,2.2,Stage Race,2023/03/09,2023/03/12,00,1.5,Vrsar-Vrsar,Flat ITT
2023,men,Road,276,Istrian Spring Trophy,HR,2.2,Stage Race,2023/03/09,2023/03/12,01,153,Porec-Funtana,Hilly
2023,men,Road,276,Istrian Spring Trophy,HR,2.2,Stage Race,2023/03/09,2023/03/12,02,173,Novograd-Motovun,Hilly MTF
2023,men,Road,7005,Rhodes Grand Prix,GR,1.2,One Day,2023/03/11,2023/03/11,GC,,,Flat
2023,men,Road,510,Dorpenomloop Rucphen,NL,1.2,One Day,2023/03/12,2023/03/12,GC,,,Flat
2023,men,Road,131,Ronde van Drenthe,NL,1.1,One Day,2023/03/12,2023/03/12,GC,,,Flat
2023,men,Road,132,Tour de Taiwan,TW,2.1,Stage Race,2023/03/12,2023/03/16,01,83.2,Taipei-Taipei,Flat
2023,men,Road,132,Tour de Taiwan,TW,2.1,Stage Race,2023/03/12,2023/03/16,03,154.5,Hshinchu-Taichung City,Hilly
2023,men,Road,132,Tour de Taiwan,TW,2.1,Stage Race,2023/03/12,2023/03/16,04,165.6,Nantou-Xianshan,Hilly
2023,men,Road,132,Tour de Taiwan,TW,2.1,Stage Race,2023/03/12,2023/03/16,05,146.4,Fo Guang-Zuoying,Hilly
2023,men,Road,132,Tour de Taiwan,TW,2.1,Stage Race,2023/03/12,2023/03/16,02,120.6,Taoyuan City-Jiobanshan Park,Mountain MTF
2023,men,Road,89,Milano - Torino,IT,1.Pro,One Day,2023/03/15,2023/03/15,GC,,,Hilly MTF
2023,men,Road,122,Nokere Koerse,BE,1.Pro,One Day,2023/03/15,2023/03/15,GC,,,Cobbles
2023,men,Road,146,GP de Denain,FR,1.Pro,One Day,2023/03/16,2023/03/16,GC,,,Flat
2023,men,Road,844,Tour of Rhodes,GR,2.2,Stage Race,2023/03/16,2023/03/19,00,3.8,Ialysos-Ialysos,Flat ITT
2023,men,Road,844,Tour of Rhodes,GR,2.2,Stage Race,2023/03/16,2023/03/19,01,138.5,Rhodes-Kalamonas,Hilly
2023,men,Road,844,Tour of Rhodes,GR,2.2,Stage Race,2023/03/16,2023/03/19,02,153.5,Rhodes-Afandou,Hilly
2023,men,Road,844,Tour of Rhodes,GR,2.2,Stage Race,2023/03/16,2023/03/19,03,150.2,Rhodes-Maritsa,Hilly
2023,men,Road,8772,GP de la Ville d'Alger,DZ,1.2,One Day,2023/03/17,2023/03/17,GC,,,Flat
2023,men,Road,10673,Youngster Coast Challenge,BE,1.2U,One Day,2023/03/17,2023/03/17,GC,,,Flat
2023,men,Road,123,Bredene Koksijde Classic,BE,1.Pro,One Day,2023/03/17,2023/03/17,GC,,,Flat
2023,men,Road,124,Classic Loire Atlantique,FR,1.1,One Day,2023/03/18,2023/03/18,GC,,,Hilly
2023,men,Road,4,Milano - Sanremo,IT,1.UWT,One Day,2023/03/18,2023/03/18,GC,,,Flat
2023,men,Road,125,Cholet Agglo Tour,FR,1.1,One Day,2023/03/19,2023/03/19,GC,,,Flat
2023,men,Road,7004,Classica da Arrábida,PT,1.2,One Day,2023/03/19,2023/03/19,GC,,,Hilly
2023,men,Road,508,GP Slovenian Istria,SI,1.2,One Day,2023/03/19,2023/03/19,GC,,,Flat
2023,men,Road,15066,Per Sempre Alfredo,IT,1.1,One Day,2023/03/19,2023/03/19,GC,,,Flat
2023,men,Road,1194,Popolarissima,IT,1.2,One Day,2023/03/19,2023/03/19,GC,,,Flat
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,04,188.2,Llívia-Sabadell,Flat
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,01,164.6,Saint Feliu de Guíxols-Saint Feliu de Guíxols,Hilly
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,06,183,Martorell-Molins de Rei,Hilly
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,07,136,Barcelona-Barcelona,Hilly
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,02,165.4,Mataró-Vallter,Mountain MTF
2023,men,Road,14,Volta Catalunya,ES,2.UWT,Stage Race,2023/03/20,2023/03/26,03,180.6,Olost-La Molina,Mountain MTF
